timestamp,day,dte,t_years,voucher,K,S,mid,log_S_over_K,iv,iv_fit,iv_res,theoretical_mid,price_dev
0,0,8,0.021917808219178082,VEV_4000,4000,5250.0,1250.0,0.27193371548364176,,0.6933794042420773,,1250.5877528823448,-0.5877528823448301
100,0,8,0.021917534246575342,VEV_4000,4000,5250.5,1250.5,0.2720289490440203,,0.7569580251681628,,1251.7842026959174,-1.284202695917429
200,0,8,0.021917260273972602,VEV_4000,4000,5250.5,1250.5,0.2720289490440203,,0.6770793068908154,,1250.9649138438713,-0.46491384387127255
300,0,8,0.021916986301369863,VEV_4000,4000,5250.5,1250.5,0.2720289490440203,,0.6952092437293176,,1251.1008234765832,-0.600823476583173
400,0,8,0.021916712328767123,VEV_4000,4000,5250.5,1250.5,0.2720289490440203,,0.6770877707478645,,1250.9649138438403,-0.4649138438403497
500,0,8,0.021916438356164383,VEV_4000,4000,5249.5,1249.5,0.27183847285296836,,0.7142184400416358,,1250.2767953067855,-0.776795306785516
600,0,8,0.021916164383561643,VEV_4000,4000,5248.5,1248.5,0.2716479603738247,,0.7035058732404215,,1249.1795588068776,-0.6795588068775942
700,0,8,0.021915890410958903,VEV_4000,4000,5248.5,1248.5,0.2716479603738247,,0.7035102705199489,,1249.179558806849,-0.6795588068489451
800,0,8,0.021915616438356166,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7001631585656971,,1248.153640220387,-0.6536402203869329
900,0,8,0.021915342465753426,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.6957954950809541,,1247.1197856054941,-0.619785605494144
1000,0,8,0.021915068493150683,VEV_4000,4000,5247.5,1246.5,0.2714574115927603,,0.6598655468323255,,1247.8651641488395,-1.3651641488395398
1100,0,8,0.021914794520547946,VEV_4000,4000,5248.5,1248.5,0.2716479603738247,,0.7545807490452909,,1249.7629006819807,-1.2629006819806818
1200,0,8,0.021914520547945206,VEV_4000,4000,5248.5,1248.5,0.2716479603738247,,0.703532258154302,,1249.1795588067025,-0.6795588067025164
1300,0,8,0.021914246575342466,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7034790530781063,,1248.1829512550612,-0.682951255061198
1400,0,8,0.021913972602739726,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7001894187676141,,1248.153640220215,-0.6536402202150384
1500,0,8,0.021913698630136987,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.6958215917923636,,1247.1197856052963,-0.6197856052963289
1600,0,8,0.021913424657534247,VEV_4000,4000,5246.0,1246.5,0.2711715203247914,0.6802572974404109,0.6808173848695693,-0.0005600874291584734,1246.5040415908884,-0.004041590888391511
1700,0,8,0.021913150684931507,VEV_4000,4000,5246.0,1246.0,0.2711715203247914,,0.7080778130012468,,1246.7314952289162,-0.7314952289161738
1800,0,8,0.021912876712328767,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.695834641249219,,1247.1197856051976,-0.6197856051976487
1900,0,8,0.021912602739726027,VEV_4000,4000,5247.0,1246.5,0.2713621235846841,,0.6830114003172028,,1247.516879320724,-1.0168793207240014
2000,0,8,0.021912328767123287,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7035098372876027,,1248.1829512548643,-0.6829512548642924
2100,0,8,0.021912054794520547,VEV_4000,4000,5247.0,1246.5,0.2713621235846841,,0.6830199401414496,,1247.5168793206758,-1.0168793206757982
2200,0,8,0.021911780821917807,VEV_4000,4000,5247.0,1246.5,0.2713621235846841,,0.6830242101736855,,1247.5168793206503,-1.0168793206503324
2300,0,8,0.021911506849315067,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7536659067304462,,1248.7556997146012,-1.2556997146011781
2400,0,8,0.02191123287671233,VEV_4000,4000,5248.5,1248.5,0.2716479603738247,,0.6861227108014857,,1249.0351874137896,-0.535187413789572
2500,0,8,0.021910958904109587,VEV_4000,4000,5247.5,1247.5,0.2714574115927603,,0.7002375701457959,,1248.1536402198954,-0.653640219895351
2600,0,8,0.02191068493150685,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.752424132803124,,1247.744561298197,-1.2445612981969134
2700,0,8,0.02191041095890411,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.6958737940252658,,1247.1197856048984,-0.6197856048984249
2800,0,8,0.02191013698630137,VEV_4000,4000,5245.5,1245.5,0.2710762050695125,,0.6910370312278427,,1246.0834167168841,-0.5834167168841304
2900,0,8,0.02190986301369863,VEV_4000,4000,5246.5,1241.0,0.2712668264959381,,0.6321768237611769,,1246.732834513441,-5.732834513441048
3000,0,8,0.02190958904109589,VEV_4000,4000,5245.5,1245.5,0.2710762050695125,,0.7502874392553669,,1246.7210869193182,-1.221086919318168
3100,0,8,0.02190931506849315,VEV_4000,4000,5246.5,1246.5,0.2712668264959381,,0.6958911973806042,,1247.1197856047656,-0.6197856047656387
3200,0,8,0.02190904109589041,VEV_4000,4000,5245.5,1245.5,0.2710762050695125,,0.7513392466213531,,1246.7354608057822,-1.2354608057821679
3300,0,8,0.02190876712328767,VEV_4000,4000,5245.0,1245.5,0.2709808807283699,0.6799066818433989,0.6804430338473615,-0.0005363520039626257,1245.5038713435383,-0.0038713435383215256
3400,0,8,0.02190849315068493,VEV_4000,4000,5244.5,1244.5,0.270885547299631,,0.749360427733467,,1245.7143832992256,-1.2143832992255739
3500,0,8,0.02190821917808219,VEV_4000,4000,5244.5,1244.5,0.270885547299631,,0.7493651132703459,,1245.714383299212,-1.2143832992119314
3600,0,8,0.021907945205479454,VEV_4000,4000,5243.5,1243.5,0.27069485317243214,,0.7490251760572201,,1244.7159195395006,-1.2159195395006464
3700,0,8,0.02190767123287671,VEV_4000,4000,5244.5,1244.5,0.270885547299631,,0.6866603251126697,,1245.0518989114917,-0.5518989114916621
3800,0,8,0.02190739726027397,VEV_4000,4000,5242.5,1244.5,0.2705041226740473,0.7961994274546127,0.807246037902949,-0.011046610448336325,1244.7218751586988,-0.2218751586988219
3900,0,8,0.021907123287671235,VEV_4000,4000,5243.0,1243.5,0.2705994924705052,0.6790859825437,0.6796934457081864,-0.0006074631644863437,1243.5043904981771,-0.004390498177144764
4000,0,8,0.021906849315068495,VEV_4000,4000,5242.0,1242.0,0.27040874378132396,,0.701563487751832,,1242.6861604342935,-0.6861604342934697
4100,0,8,0.02190657534246575,VEV_4000,4000,5241.5,1241.5,0.27031335579059973,,0.7518283369887517,,1242.7673323354907,-1.2673323354906643
4200,0,8,0.021906301369863015,VEV_4000,4000,5241.0,1241.0,0.27021795870013854,,0.7123486904798042,,1241.793813081751,-0.7938130817510682
4300,0,8,0.021906027397260275,VEV_4000,4000,5241.5,1241.5,0.27031335579059973,,0.6955480384785263,,1242.1347639522446,-0.6347639522446116
4400,0,8,0.021905753424657535,VEV_4000,4000,5239.5,1239.5,0.2699317128129686,,0.6819136469006154,,1240.0316633096163,-0.5316633096163059
4500,0,8,0.021905479452054795,VEV_4000,4000,5239.0,1239.0,0.26983627930619203,,0.7000281121108908,,1239.6838604360228,-0.6838604360227691
4600,0,8,0.021905205479452055,VEV_4000,4000,5239.5,1239.5,0.2699317128129686,,0.6817540142088346,,1240.0303945318406,-0.5303945318405567
4700,0,8,0.021904931506849315,VEV_4000,4000,5238.0,1238.0,0.2696453849656296,,0.689323639522056,,1238.594995369012,-0.5949953690119401
4800,0,8,0.021904657534246575,VEV_4000,4000,5238.5,1238.5,0.26974083669099197,,0.6939367382747267,,1239.1318690188286,-0.6318690188286382
4900,0,8,0.021904383561643835,VEV_4000,4000,5237.5,1237.5,0.2695499241283655,,0.6893593049221811,,1238.0969853353363,-0.5969853353362851
5000,0,8,0.021904109589041095,VEV_4000,4000,5238.5,1238.5,0.26974083669099197,,0.6773147446825598,,1239.000634187576,-0.5006341875759972
5100,0,8,0.02190383561643836,VEV_4000,4000,5238.5,1238.5,0.26974083669099197,,0.7147603480089755,,1239.3295457237955,-0.8295457237954906
5200,0,8,0.021903561643835615,VEV_4000,4000,5238.5,1238.5,0.26974083669099197,,0.748599849190807,,1239.740624347185,-1.2406243471850757
