mark,role,K,n,n_same_sym_fwd,mean_same_sym,frac_pos_same,mean_extract_fwd,frac_pos_extract,mean_hydro_fwd,frac_pos_hydro
Mark 01,any,5,1843,1843,0.02387411828540423,0.17905588714053175,0.04612045577862181,0.44275637547476937,-0.14650027129679868,0.4346174715138361
Mark 01,any,20,1843,1843,0.007867607162235486,0.22626153011394465,0.21893651654910473,0.46608790016277807,-0.45740640260444926,0.4568638090070537
Mark 01,any,100,1843,1831,-0.09803386127799017,0.2665210267613326,0.1381758601856909,0.5079191698525396,-0.583014746040415,0.4680502457673403
Mark 01,buy_aggr,5,0,0,,,,,,
Mark 01,buy_aggr,20,0,0,,,,,,
Mark 01,buy_aggr,100,0,0,,,,,,
Mark 01,sell_aggr,5,0,0,,,,,,
Mark 01,sell_aggr,20,0,0,,,,,,
Mark 01,sell_aggr,100,0,0,,,,,,
Mark 14,any,5,2172,2172,-0.006445672191528545,0.4447513812154696,-0.00023020257826887662,0.43692449355432783,-0.022099447513812154,0.4562615101289134
Mark 14,any,20,2172,2170,0.01912442396313364,0.4769585253456221,-0.010368663594470046,0.45161290322580644,0.11290322580645161,0.49907834101382487
Mark 14,any,100,2172,2155,0.024361948955916472,0.4774941995359629,-0.20324825986078887,0.4649651972157773,0.6317865429234338,0.494199535962877
Mark 14,buy_aggr,5,0,0,,,,,,
Mark 14,buy_aggr,20,0,0,,,,,,
Mark 14,buy_aggr,100,0,0,,,,,,
Mark 14,sell_aggr,5,0,0,,,,,,
Mark 14,sell_aggr,20,0,0,,,,,,
Mark 14,sell_aggr,100,0,0,,,,,,
Mark 22,any,5,1584,1584,0.06818181818181818,0.1433080808080808,0.08238636363636363,0.45454545454545453,-0.14962121212121213,0.42992424242424243
Mark 22,any,20,1584,1584,0.10416666666666667,0.19507575757575757,0.39109848484848486,0.4791666666666667,-0.3371212121212121,0.45707070707070707
Mark 22,any,100,1584,1570,0.08694267515923566,0.23821656050955414,0.47038216560509555,0.5248407643312102,-0.40414012738853505,0.4713375796178344
Mark 22,buy_aggr,5,6,6,2.6666666666666665,0.8333333333333334,2.6666666666666665,0.8333333333333334,2.9166666666666665,0.6666666666666666
Mark 22,buy_aggr,20,6,6,3.5,0.8333333333333334,3.5,0.8333333333333334,0.5833333333333334,0.5
Mark 22,buy_aggr,100,6,6,7.166666666666667,0.5,7.166666666666667,0.5,10.25,0.6666666666666666
Mark 22,sell_aggr,5,1430,1430,-0.05944055944055944,0.08111888111888112,-0.028321678321678322,0.4314685314685315,-0.1902097902097902,0.42727272727272725
Mark 22,sell_aggr,20,1430,1430,-0.025874125874125874,0.14965034965034965,0.2636363636363636,0.46503496503496505,-0.39370629370629373,0.45734265734265733
Mark 22,sell_aggr,100,1430,1417,-0.010232886379675371,0.20465772759350742,0.3175723359209598,0.5215243472124206,-0.2300635144671842,0.48129851799576573
Mark 38,any,5,1478,1478,-0.028416779431664412,0.46075778078484436,-0.03585926928281461,0.43369418132611637,-0.13159675236806495,0.4506089309878214
Mark 38,any,20,1478,1476,-0.04742547425474255,0.4898373983739837,-0.08299457994579945,0.44579945799457993,-0.07215447154471545,0.49390243902439024
Mark 38,any,100,1478,1468,0.0667574931880109,0.48569482288828336,-0.1989100817438692,0.46321525885558584,0.2666893732970027,0.4904632152588556
Mark 38,buy_aggr,5,733,733,-0.021828103683492497,0.4679399727148704,-0.023874488403819918,0.43519781718963163,-0.2789904502046385,0.4392905866302865
Mark 38,buy_aggr,20,733,731,-0.1354309165526676,0.493844049247606,-0.07455540355677155,0.4473324213406293,-0.3803009575923393,0.49247606019151846
Mark 38,buy_aggr,100,733,726,-0.33608815426997246,0.4931129476584022,-0.2024793388429752,0.4724517906336088,-0.06680440771349862,0.49449035812672176
Mark 38,sell_aggr,5,745,745,-0.0348993288590604,0.45369127516778524,-0.0476510067114094,0.43221476510067114,0.013422818791946308,0.46174496644295304
Mark 38,sell_aggr,20,745,745,0.038926174496644296,0.48590604026845635,-0.0912751677852349,0.4442953020134228,0.2302013422818792,0.49530201342281877
Mark 38,sell_aggr,100,745,742,0.4609164420485175,0.4784366576819407,-0.1954177897574124,0.45417789757412397,0.5929919137466307,0.4865229110512129
Mark 49,any,5,122,122,1.3114754098360655,0.6967213114754098,1.3114754098360655,0.6967213114754098,0.9139344262295082,0.4918032786885246
Mark 49,any,20,122,122,1.2254098360655739,0.6475409836065574,1.2254098360655739,0.6475409836065574,1.1352459016393444,0.5245901639344263
Mark 49,any,100,122,120,1.0375,0.48333333333333334,1.0375,0.48333333333333334,0.5416666666666666,0.45
Mark 49,buy_aggr,5,1,1,3.5,1.0,3.5,1.0,0.0,0.0
Mark 49,buy_aggr,20,1,1,1.5,1.0,1.5,1.0,-3.0,0.0
Mark 49,buy_aggr,100,1,1,6.5,1.0,6.5,1.0,-7.0,0.0
Mark 49,sell_aggr,5,1,1,-1.0,0.0,-1.0,0.0,-4.5,0.0
Mark 49,sell_aggr,20,1,1,-2.0,0.0,-2.0,0.0,14.5,1.0
Mark 49,sell_aggr,100,1,1,-4.0,0.0,-4.0,0.0,-4.5,0.0
Mark 55,any,5,1198,1198,0.12520868113522537,0.4540901502504174,0.12520868113522537,0.4540901502504174,0.15442404006677796,0.46410684474123537
Mark 55,any,20,1198,1198,0.15108514190317196,0.4741235392320534,0.15108514190317196,0.4741235392320534,0.08347245409015025,0.49165275459098495
Mark 55,any,100,1198,1190,-0.19369747899159664,0.4680672268907563,-0.19369747899159664,0.4680672268907563,0.09453781512605042,0.47058823529411764
Mark 55,buy_aggr,5,598,598,0.19899665551839466,0.46488294314381273,0.19899665551839466,0.46488294314381273,0.205685618729097,0.46488294314381273
Mark 55,buy_aggr,20,598,598,0.4088628762541806,0.5100334448160535,0.4088628762541806,0.5100334448160535,0.2491638795986622,0.4983277591973244
Mark 55,buy_aggr,100,598,595,0.5310924369747899,0.4991596638655462,0.5310924369747899,0.4991596638655462,0.1815126050420168,0.4689075630252101
Mark 55,sell_aggr,5,600,600,0.051666666666666666,0.44333333333333336,0.051666666666666666,0.44333333333333336,0.10333333333333333,0.4633333333333333
Mark 55,sell_aggr,20,600,600,-0.10583333333333333,0.43833333333333335,-0.10583333333333333,0.43833333333333335,-0.08166666666666667,0.485
Mark 55,sell_aggr,100,600,595,-0.9184873949579831,0.4369747899159664,-0.9184873949579831,0.4369747899159664,0.007563025210084034,0.4722689075630252
Mark 67,any,5,165,165,1.9454545454545455,0.8303030303030303,1.9454545454545455,0.8303030303030303,0.41818181818181815,0.4666666666666667
Mark 67,any,20,165,165,1.8454545454545455,0.6484848484848484,1.8454545454545455,0.6484848484848484,0.3939393939393939,0.45454545454545453
Mark 67,any,100,165,164,1.478658536585366,0.5426829268292683,1.478658536585366,0.5426829268292683,-1.9725609756097562,0.36585365853658536
Mark 67,buy_aggr,5,164,164,1.9603658536585367,0.8353658536585366,1.9603658536585367,0.8353658536585366,0.36890243902439024,0.4634146341463415
Mark 67,buy_aggr,20,164,164,1.8140243902439024,0.6463414634146342,1.8140243902439024,0.6463414634146342,0.27439024390243905,0.45121951219512196
Mark 67,buy_aggr,100,164,163,1.3711656441717792,0.5398773006134969,1.3711656441717792,0.5398773006134969,-2.0950920245398774,0.3619631901840491
Mark 67,sell_aggr,5,0,0,,,,,,
Mark 67,sell_aggr,20,0,0,,,,,,
Mark 67,sell_aggr,100,0,0,,,,,,
