timestamp,day,dte,dte_eff,t_years,voucher,K,S,fv,mid,intrinsic,time_value,moneyness_K_over_S,log_moneyness,log_S_over_K,iv
93900,39,5,5.0,0.0136986301369863,VEV_5200,5200,5271.05712890625,107.07826232910156,107.07826232910156,71.05712890625,36.02113342285156,0.9865193779599588,-0.013572310570010057,0.01357231057001019,0.2679939604420075
8900,39,5,5.0,0.0136986301369863,VEV_6000,6000,5267.62451171875,0.000902235507965,0.000902235507965,0.0,0.000902235507965,1.1390333511152804,0.13017996508577562,-0.13017996508577553,0.27270497693754187
23900,39,5,5.0,0.0136986301369863,VEV_6000,6000,5265.10009765625,0.000835359096527,0.000835359096527,0.0,0.000835359096527,1.1395794740295422,0.13065931192231783,-0.13065931192231772,0.27257890969171955
59000,39,5,5.0,0.0136986301369863,VEV_5400,5400,5243.01513671875,12.259193420410156,12.259193420410156,0.0,12.259193420410156,1.0299417146789884,0.029502212950098156,-0.02950221295009805,0.24657274892040168
23400,39,5,5.0,0.0136986301369863,VEV_5100,5100,5263.25341796875,175.47821044921875,175.47821044921875,163.25341796875,12.22479248046875,0.9689824135369575,-0.03150881634073467,0.03150881634073478,0.25966518471822597
82200,39,5,5.0,0.0136986301369863,VEV_5300,5300,5272.001953125,53.65518569946289,53.65518569946289,0.0,53.65518569946289,1.0053107049511627,0.0052966528865806325,-0.005296652886580598,0.27033903345960053
55000,39,5,5.0,0.0136986301369863,VEV_5400,5400,5257.76953125,14.743451118469238,14.743451118469238,0.0,14.743451118469238,1.0270514840760214,0.02669206024106772,-0.026692060241067708,0.24653047098530675
64500,39,5,5.0,0.0136986301369863,VEV_4500,4500,5253.19970703125,753.199462890625,753.199462890625,753.19970703125,-0.000244140625,0.8566207741877555,-0.15475996218301366,0.15475996218301363,
26700,39,5,5.0,0.0136986301369863,VEV_4000,4000,5267.33984375,1267.3399658203125,1267.3399658203125,1267.33984375,0.0001220703125,0.759396606001458,-0.2752311005103852,0.2752311005103852,0.5122529055763003
34900,39,5,5.0,0.0136986301369863,VEV_5500,5500,5268.302734375,6.86198091506958,6.86198091506958,0.0,6.86198091506958,1.0439794896586343,0.043039843346614974,-0.04303984334661492,0.27084236503460407
10800,39,5,5.0,0.0136986301369863,VEV_5500,5500,5260.978515625,6.254610061645508,6.254610061645508,0.0,6.254610061645508,1.0454328949766876,0.04443105320366274,-0.04443105320366267,0.27110708719032667
18100,39,5,5.0,0.0136986301369863,VEV_6500,6500,5274.60986328125,0.0,0.0,0.0,0.0,1.2323186299045925,0.20889745984214045,-0.2088974598421405,
23000,39,5,5.0,0.0136986301369863,VEV_6000,6000,5267.12646484375,0.0009021759033203,0.0009021759033203,0.0,0.0009021759033203,1.1391410553834103,0.13027451822262318,-0.13027451822262318,0.2728925577068545
60800,39,5,5.0,0.0136986301369863,VEV_5200,5200,5246.43994140625,90.97695922851562,90.97695922851562,46.43994140625,44.537017822265625,0.9911482944768444,-0.008891114599206726,0.008891114599206808,0.26710432962481234
37200,39,5,5.0,0.0136986301369863,VEV_5200,5200,5268.759765625,105.43240356445312,105.43240356445312,68.759765625,36.672637939453125,0.986949534865186,-0.013136370678335991,0.013136370678336107,0.2675232218469586
31800,39,5,5.0,0.0136986301369863,VEV_5200,5200,5262.4404296875,101.23504638671876,101.23504638671876,62.4404296875,38.794616699218764,0.9881347009012683,-0.011936253582702266,0.01193625358270227,0.26744226673377486
63800,39,5,5.0,0.0136986301369863,VEV_5500,5500,5251.55078125,5.544395923614502,5.544395923614502,0.0,5.544395923614502,1.0473096860525575,0.04622467234825352,-0.04622467234825345,0.2714946847540268
37200,39,5,5.0,0.0136986301369863,VEV_6000,6000,5268.759765625,0.0008533000946044,0.0008533000946044,0.0,0.0008533000946044,1.1387879248444452,0.1299644729623372,-0.12996447296233726,0.27149453792331385
27000,39,5,5.0,0.0136986301369863,VEV_5000,5000,5266.244140625,269.2762145996094,269.2762145996094,266.244140625,3.032073974609375,0.9494432590826672,-0.051879509248788556,0.05187950924878868,0.2636764630923541
