day,timestamp,n_prints,n_syms,buyer_burst,seller_burst,top_buyer,top_seller,burst_ge4,burst_ge8
1,4500,4,4,True,True,Mark 01,Mark 22,True,False
1,9600,4,4,True,True,Mark 01,Mark 22,True,False
1,14800,6,6,True,False,Mark 01,Mark 22,True,False
1,16700,6,6,False,False,Mark 01,Mark 22,True,False
1,40400,5,5,True,True,Mark 01,Mark 22,True,False
1,43400,4,4,True,True,Mark 01,Mark 22,True,False
1,50700,4,4,True,True,Mark 01,Mark 22,True,False
1,52800,4,4,True,True,Mark 01,Mark 22,True,False
1,74100,5,5,True,True,Mark 01,Mark 22,True,False
1,85300,5,5,False,True,Mark 01,Mark 22,True,False
1,86100,4,4,True,True,Mark 01,Mark 22,True,False
1,89800,4,4,True,True,Mark 01,Mark 22,True,False
1,120300,4,4,True,True,Mark 01,Mark 22,True,False
1,135900,5,5,True,True,Mark 01,Mark 22,True,False
1,145500,4,4,True,True,Mark 01,Mark 22,True,False
1,150600,5,5,True,True,Mark 01,Mark 22,True,False
1,153000,4,4,True,True,Mark 01,Mark 22,True,False
1,170400,4,4,True,True,Mark 01,Mark 22,True,False
1,170500,4,4,False,True,Mark 01,Mark 22,True,False
1,172500,5,5,True,True,Mark 01,Mark 22,True,False
1,190100,5,5,True,True,Mark 01,Mark 22,True,False
1,195600,5,5,True,True,Mark 01,Mark 22,True,False
1,235300,4,4,True,True,Mark 01,Mark 22,True,False
1,252500,6,6,False,False,Mark 01,Mark 22,True,False
1,304000,4,4,True,True,Mark 01,Mark 22,True,False
1,310100,4,4,False,True,Mark 01,Mark 22,True,False
1,322000,4,4,True,True,Mark 01,Mark 22,True,False
1,322600,4,4,False,True,Mark 01,Mark 22,True,False
1,350300,4,4,True,True,Mark 01,Mark 22,True,False
1,376600,5,5,True,True,Mark 01,Mark 22,True,False
1,377900,4,4,False,True,Mark 01,Mark 22,True,False
1,399700,4,4,True,True,Mark 01,Mark 22,True,False
1,410400,4,4,True,True,Mark 01,Mark 22,True,False
1,428000,4,4,True,True,Mark 01,Mark 22,True,False
1,437100,10,10,False,True,Mark 38,Mark 22,True,True
1,455700,4,4,True,True,Mark 01,Mark 22,True,False
1,460400,5,5,False,True,Mark 01,Mark 22,True,False
1,476500,4,4,True,True,Mark 01,Mark 22,True,False
1,489700,6,6,False,False,Mark 01,Mark 22,True,False
1,519500,5,5,True,True,Mark 01,Mark 22,True,False
1,524000,4,4,False,True,Mark 01,Mark 22,True,False
1,553100,4,4,True,True,Mark 01,Mark 22,True,False
1,564300,6,6,False,True,Mark 01,Mark 22,True,False
1,567200,4,4,True,True,Mark 01,Mark 22,True,False
1,568900,5,5,True,True,Mark 01,Mark 22,True,False
1,574800,4,4,True,True,Mark 01,Mark 22,True,False
1,575800,4,4,False,True,Mark 01,Mark 22,True,False
1,588200,5,5,True,True,Mark 01,Mark 22,True,False
1,604600,5,5,True,True,Mark 01,Mark 22,True,False
1,617900,5,5,True,True,Mark 01,Mark 22,True,False
1,618300,5,5,True,True,Mark 01,Mark 22,True,False
1,624400,6,6,False,True,Mark 01,Mark 22,True,False
1,636100,5,5,False,True,Mark 01,Mark 22,True,False
1,642100,6,6,False,True,Mark 01,Mark 22,True,False
1,654200,4,4,True,True,Mark 01,Mark 22,True,False
1,674000,5,5,True,True,Mark 01,Mark 22,True,False
1,684000,4,4,True,True,Mark 01,Mark 22,True,False
1,701200,5,5,False,False,Mark 01,Mark 22,True,False
1,703200,4,4,True,True,Mark 01,Mark 22,True,False
1,710500,5,5,False,True,Mark 01,Mark 22,True,False
1,715000,4,4,True,True,Mark 01,Mark 22,True,False
1,720500,6,6,False,False,Mark 01,Mark 22,True,False
1,725000,5,5,True,True,Mark 01,Mark 22,True,False
1,735100,4,4,False,True,Mark 01,Mark 22,True,False
1,741900,4,4,True,True,Mark 01,Mark 22,True,False
1,746300,4,4,False,True,Mark 01,Mark 22,True,False
1,754200,4,4,True,True,Mark 01,Mark 22,True,False
1,760000,4,4,True,True,Mark 01,Mark 22,True,False
1,785800,5,5,False,False,Mark 01,Mark 22,True,False
1,798100,4,4,True,True,Mark 01,Mark 22,True,False
1,800400,4,4,True,True,Mark 01,Mark 22,True,False
1,801800,4,4,True,True,Mark 01,Mark 22,True,False
1,807800,5,5,True,True,Mark 01,Mark 22,True,False
1,812600,5,5,True,True,Mark 01,Mark 22,True,False
1,848900,4,4,False,True,Mark 01,Mark 22,True,False
1,851200,4,4,True,True,Mark 01,Mark 22,True,False
1,865400,4,4,True,True,Mark 01,Mark 22,True,False
1,901100,4,4,True,True,Mark 01,Mark 22,True,False
1,921000,4,4,True,True,Mark 01,Mark 22,True,False
1,937300,4,4,True,True,Mark 01,Mark 22,True,False
1,943100,4,4,True,True,Mark 01,Mark 22,True,False
1,948500,5,5,True,True,Mark 01,Mark 22,True,False
1,950300,5,5,False,False,Mark 01,Mark 22,True,False
1,988100,6,6,False,True,Mark 01,Mark 22,True,False
2,13100,4,4,True,True,Mark 01,Mark 22,True,False
2,20900,5,5,True,True,Mark 01,Mark 22,True,False
2,23500,4,4,True,True,Mark 01,Mark 22,True,False
2,29500,4,4,True,True,Mark 01,Mark 22,True,False
2,41900,4,4,True,True,Mark 01,Mark 22,True,False
2,42900,4,4,True,True,Mark 01,Mark 22,True,False
2,45100,5,5,False,False,Mark 01,Mark 22,True,False
2,75200,5,5,True,True,Mark 01,Mark 22,True,False
2,79300,5,5,False,True,Mark 01,Mark 22,True,False
2,102600,4,4,False,True,Mark 01,Mark 22,True,False
2,105500,4,4,True,True,Mark 01,Mark 22,True,False
2,129700,5,5,True,True,Mark 01,Mark 22,True,False
2,169000,6,6,False,False,Mark 01,Mark 22,True,False
2,171800,4,4,True,True,Mark 01,Mark 22,True,False
2,189100,5,5,True,True,Mark 01,Mark 22,True,False
2,204400,5,5,True,True,Mark 01,Mark 22,True,False
2,225500,5,5,False,True,Mark 01,Mark 22,True,False
2,239400,5,5,False,False,Mark 01,Mark 22,True,False
2,253000,4,4,True,True,Mark 01,Mark 22,True,False
2,268900,4,4,True,True,Mark 01,Mark 22,True,False
2,275200,4,4,True,True,Mark 01,Mark 22,True,False
2,287100,4,4,True,True,Mark 01,Mark 22,True,False
2,287600,4,4,True,True,Mark 01,Mark 22,True,False
2,289300,5,5,False,True,Mark 01,Mark 22,True,False
2,294600,4,4,False,True,Mark 01,Mark 22,True,False
2,316700,4,4,True,True,Mark 01,Mark 22,True,False
2,317500,4,4,True,True,Mark 01,Mark 22,True,False
2,320800,5,5,True,True,Mark 01,Mark 22,True,False
2,321600,5,5,True,True,Mark 01,Mark 22,True,False
2,341400,4,4,False,True,Mark 01,Mark 22,True,False
2,347800,4,4,True,True,Mark 01,Mark 22,True,False
2,350700,5,5,False,True,Mark 01,Mark 22,True,False
2,358500,5,5,True,True,Mark 01,Mark 22,True,False
2,362600,4,4,True,True,Mark 01,Mark 22,True,False
2,365600,5,5,True,True,Mark 01,Mark 22,True,False
2,376300,4,4,True,True,Mark 01,Mark 22,True,False
2,389000,5,5,True,True,Mark 01,Mark 22,True,False
2,390300,5,5,True,True,Mark 01,Mark 22,True,False
2,398200,4,4,True,True,Mark 01,Mark 22,True,False
2,410200,4,4,True,True,Mark 01,Mark 22,True,False
2,414900,6,6,False,True,Mark 01,Mark 22,True,False
2,415500,4,4,True,True,Mark 01,Mark 22,True,False
2,423800,7,7,False,False,Mark 01,Mark 22,True,False
2,433100,6,6,False,True,Mark 01,Mark 22,True,False
2,443600,5,5,False,True,Mark 01,Mark 22,True,False
2,456200,5,5,False,True,Mark 01,Mark 22,True,False
2,461200,5,5,False,True,Mark 01,Mark 22,True,False
2,483400,6,6,False,False,Mark 01,Mark 22,True,False
2,495700,5,5,False,False,Mark 01,Mark 22,True,False
2,501900,5,5,True,True,Mark 01,Mark 22,True,False
2,508800,4,4,True,True,Mark 01,Mark 22,True,False
2,519600,6,6,False,True,Mark 01,Mark 22,True,False
2,554600,6,6,False,False,Mark 01,Mark 22,True,False
2,555700,5,5,False,False,Mark 01,Mark 22,True,False
2,566700,4,4,True,True,Mark 01,Mark 22,True,False
2,575100,4,4,True,True,Mark 01,Mark 22,True,False
2,587100,5,5,False,True,Mark 01,Mark 22,True,False
2,588500,5,5,True,True,Mark 01,Mark 22,True,False
2,593000,4,4,True,True,Mark 01,Mark 22,True,False
2,604100,5,5,True,True,Mark 01,Mark 22,True,False
2,622600,4,4,True,True,Mark 01,Mark 22,True,False
2,642400,4,4,True,True,Mark 01,Mark 22,True,False
2,644500,4,4,True,True,Mark 01,Mark 22,True,False
2,666500,6,6,False,True,Mark 01,Mark 22,True,False
2,688600,4,4,True,True,Mark 01,Mark 22,True,False
2,691100,4,4,True,True,Mark 01,Mark 22,True,False
2,711900,5,5,True,True,Mark 01,Mark 22,True,False
2,726600,4,4,True,True,Mark 01,Mark 22,True,False
2,733200,4,4,True,True,Mark 01,Mark 22,True,False
2,748500,4,4,True,True,Mark 01,Mark 22,True,False
2,763500,4,4,True,True,Mark 01,Mark 22,True,False
2,764000,5,5,False,True,Mark 01,Mark 22,True,False
2,779200,5,5,True,True,Mark 01,Mark 22,True,False
2,793900,5,5,False,True,Mark 01,Mark 22,True,False
2,808800,5,5,False,True,Mark 01,Mark 22,True,False
2,825900,4,4,True,True,Mark 01,Mark 22,True,False
2,826400,5,5,True,True,Mark 01,Mark 22,True,False
2,836300,5,5,False,True,Mark 01,Mark 22,True,False
2,872600,5,5,True,True,Mark 01,Mark 22,True,False
2,876500,5,5,False,True,Mark 01,Mark 22,True,False
2,898600,4,4,True,True,Mark 01,Mark 22,True,False
2,934900,4,4,True,True,Mark 01,Mark 22,True,False
2,948500,5,5,False,True,Mark 01,Mark 22,True,False
2,972800,4,4,False,True,Mark 01,Mark 22,True,False
2,977300,4,4,False,True,Mark 01,Mark 22,True,False
2,977500,4,4,True,True,Mark 01,Mark 22,True,False
2,993800,5,5,True,True,Mark 01,Mark 22,True,False
3,32900,5,5,True,True,Mark 01,Mark 22,True,False
3,33600,5,5,False,True,Mark 01,Mark 22,True,False
3,37000,4,4,True,True,Mark 01,Mark 22,True,False
3,40200,4,4,False,True,Mark 01,Mark 22,True,False
3,45600,4,4,True,True,Mark 01,Mark 22,True,False
3,47200,4,4,True,True,Mark 01,Mark 22,True,False
3,54400,4,4,True,True,Mark 01,Mark 22,True,False
3,69900,4,4,True,True,Mark 01,Mark 22,True,False
3,70100,4,4,True,True,Mark 01,Mark 22,True,False
3,70300,4,4,True,True,Mark 01,Mark 22,True,False
3,74300,4,4,True,True,Mark 01,Mark 22,True,False
3,87300,4,4,True,True,Mark 01,Mark 22,True,False
3,92200,5,5,True,True,Mark 01,Mark 22,True,False
3,98900,6,6,False,True,Mark 01,Mark 22,True,False
3,118700,4,4,True,True,Mark 01,Mark 22,True,False
3,126600,5,5,False,False,Mark 01,Mark 22,True,False
3,128700,6,6,False,True,Mark 01,Mark 22,True,False
3,132100,4,4,True,True,Mark 01,Mark 22,True,False
3,137700,5,5,True,True,Mark 01,Mark 22,True,False
3,142700,5,5,False,False,Mark 01,Mark 22,True,False
3,144800,4,4,True,True,Mark 01,Mark 22,True,False
3,155400,10,10,False,True,Mark 01,Mark 22,True,True
3,166000,4,4,True,True,Mark 01,Mark 22,True,False
3,218300,5,5,True,True,Mark 01,Mark 22,True,False
3,220800,5,5,True,True,Mark 01,Mark 22,True,False
3,222400,6,6,True,True,Mark 01,Mark 22,True,False
3,243700,5,5,True,True,Mark 01,Mark 22,True,False
3,250200,4,4,True,True,Mark 01,Mark 22,True,False
3,253400,4,4,False,True,Mark 01,Mark 22,True,False
3,269000,6,6,False,True,Mark 01,Mark 22,True,False
3,289400,5,5,True,True,Mark 01,Mark 22,True,False
3,290900,5,5,True,True,Mark 01,Mark 22,True,False
3,315800,5,5,True,True,Mark 01,Mark 22,True,False
3,317200,5,5,True,True,Mark 01,Mark 22,True,False
3,319700,5,5,True,True,Mark 01,Mark 22,True,False
3,320200,6,6,False,False,Mark 01,Mark 22,True,False
3,328700,6,6,False,True,Mark 01,Mark 22,True,False
3,329200,5,5,False,True,Mark 01,Mark 22,True,False
3,332600,5,5,True,True,Mark 01,Mark 22,True,False
3,346200,5,5,False,False,Mark 01,Mark 22,True,False
3,350300,5,5,False,True,Mark 01,Mark 22,True,False
3,363100,6,6,True,True,Mark 01,Mark 22,True,False
3,364700,5,5,True,True,Mark 01,Mark 22,True,False
3,369800,6,6,False,True,Mark 01,Mark 22,True,False
3,370100,6,6,True,True,Mark 22,Mark 38,True,False
3,385400,5,5,True,True,Mark 01,Mark 22,True,False
3,389100,5,5,True,True,Mark 01,Mark 22,True,False
3,391400,5,5,True,True,Mark 01,Mark 22,True,False
3,396000,5,5,False,True,Mark 01,Mark 22,True,False
3,428900,6,6,False,True,Mark 01,Mark 22,True,False
3,431900,6,6,True,True,Mark 01,Mark 22,True,False
3,442200,5,5,True,True,Mark 01,Mark 22,True,False
3,451300,6,6,False,False,Mark 01,Mark 22,True,False
3,456600,5,5,True,True,Mark 01,Mark 22,True,False
3,459800,5,5,True,True,Mark 01,Mark 22,True,False
3,483900,4,4,True,True,Mark 01,Mark 22,True,False
3,485500,4,4,True,True,Mark 01,Mark 22,True,False
3,498100,6,6,False,False,Mark 01,Mark 22,True,False
3,511800,6,6,True,True,Mark 01,Mark 22,True,False
3,516400,6,6,False,False,Mark 01,Mark 22,True,False
3,524000,6,6,True,True,Mark 01,Mark 22,True,False
3,529600,5,5,False,True,Mark 01,Mark 22,True,False
3,531500,5,5,True,True,Mark 01,Mark 22,True,False
3,535400,5,5,True,True,Mark 01,Mark 22,True,False
3,535900,6,6,True,True,Mark 01,Mark 22,True,False
3,547600,5,5,False,False,Mark 01,Mark 22,True,False
3,551600,4,4,True,True,Mark 01,Mark 22,True,False
3,555100,6,6,False,True,Mark 01,Mark 22,True,False
3,556400,4,4,True,True,Mark 01,Mark 22,True,False
3,565600,4,4,True,True,Mark 01,Mark 22,True,False
3,580600,5,5,True,True,Mark 01,Mark 22,True,False
3,583100,4,4,True,True,Mark 01,Mark 22,True,False
3,584300,5,5,True,True,Mark 01,Mark 22,True,False
3,612700,5,5,True,True,Mark 01,Mark 22,True,False
3,614800,4,4,True,True,Mark 01,Mark 22,True,False
3,621000,4,4,True,True,Mark 01,Mark 22,True,False
3,622500,6,6,False,True,Mark 01,Mark 22,True,False
3,624200,5,5,False,True,Mark 01,Mark 22,True,False
3,627700,5,5,True,True,Mark 01,Mark 22,True,False
3,631300,5,5,True,True,Mark 01,Mark 22,True,False
3,631500,5,5,True,True,Mark 01,Mark 22,True,False
3,634500,5,5,False,True,Mark 01,Mark 22,True,False
3,642500,5,5,False,True,Mark 01,Mark 22,True,False
3,666500,4,4,True,True,Mark 01,Mark 22,True,False
3,671800,5,5,True,True,Mark 01,Mark 22,True,False
3,671900,5,5,True,True,Mark 01,Mark 22,True,False
3,678700,4,4,True,True,Mark 01,Mark 22,True,False
3,689900,5,5,True,True,Mark 01,Mark 22,True,False
3,699400,7,7,False,False,Mark 01,Mark 22,True,False
3,700300,5,5,False,True,Mark 01,Mark 22,True,False
3,705400,6,6,False,True,Mark 01,Mark 22,True,False
3,708800,5,5,True,True,Mark 01,Mark 22,True,False
3,728500,5,5,False,True,Mark 01,Mark 22,True,False
3,730000,5,5,True,True,Mark 01,Mark 22,True,False
3,741100,5,5,True,True,Mark 01,Mark 22,True,False
3,753700,5,5,True,True,Mark 01,Mark 22,True,False
3,766900,4,4,True,True,Mark 01,Mark 22,True,False
3,777600,5,5,False,True,Mark 01,Mark 22,True,False
3,784100,4,4,True,True,Mark 01,Mark 22,True,False
3,785100,5,5,False,False,Mark 01,Mark 22,True,False
3,788300,4,4,True,True,Mark 01,Mark 22,True,False
3,793100,4,4,True,True,Mark 01,Mark 22,True,False
3,807400,5,5,False,False,Mark 01,Mark 22,True,False
3,820200,5,5,True,True,Mark 01,Mark 22,True,False
3,826200,5,5,False,True,Mark 01,Mark 22,True,False
3,834400,6,6,False,True,Mark 01,Mark 22,True,False
3,837500,4,4,True,True,Mark 01,Mark 22,True,False
3,839800,5,5,False,True,Mark 01,Mark 22,True,False
3,842200,4,4,True,True,Mark 01,Mark 22,True,False
3,864100,5,5,True,True,Mark 01,Mark 22,True,False
3,868300,5,5,True,True,Mark 01,Mark 22,True,False
3,877600,7,7,False,False,Mark 01,Mark 22,True,False
3,878300,5,5,False,True,Mark 01,Mark 22,True,False
3,890900,6,6,True,True,Mark 01,Mark 22,True,False
3,894300,5,5,True,True,Mark 01,Mark 22,True,False
3,918500,5,5,True,True,Mark 01,Mark 22,True,False
3,937000,4,4,True,True,Mark 01,Mark 22,True,False
3,937400,4,4,True,True,Mark 01,Mark 22,True,False
3,943900,6,6,False,False,Mark 01,Mark 22,True,False
3,977300,5,5,True,True,Mark 01,Mark 22,True,False
3,983300,5,5,False,True,Mark 01,Mark 22,True,False
3,997100,4,4,True,True,Mark 01,Mark 22,True,False
