buyer,seller,symbol,n,mean_residual_ext,std_residual_ext,mean_res_day1,mean_res_day2,mean_res_day3,days_same_sign_nonzero
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,331,0.4946972888189916,3.8614246403108052,1.2366745274012443,0.35659321693827,0.014735981400428146,True
Mark 14,Mark 22,VEV_5200,33,-0.43874919406834295,5.804745968393084,-3.3705673758865244,3.9002659574468086,-1.3398656215005602,False
Mark 14,Mark 55,VELVETFRUIT_EXTRACT,316,-0.3770569962145665,4.04544238665126,-0.17544817505085125,-0.4608458186598455,-0.5159191230118199,True
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,75,0.29005952380952416,4.220200242890152,0.6227678571428577,-0.5442994505494502,0.9398634453781518,False
Mark 38,Mark 14,VEV_4000,205,0.2656042128603102,3.941993319919481,-0.3353233034571064,0.9930916305916303,0.22101472471190764,False
Mark 14,Mark 38,VEV_4000,232,-0.2556426332288404,4.41544465233486,-0.030107392607392865,-1.2106534090909093,0.2715909090909088,False
Mark 01,Mark 55,VELVETFRUIT_EXTRACT,260,-0.1306106612164848,4.328221991609314,0.545819192265452,-0.9926607493938341,0.1601193297460057,False
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,89,-0.10177568218298516,3.7498212419089665,-0.10199175824175796,-0.0937499999999996,-0.1116071428571425,True
Mark 01,Mark 22,VEV_5300,132,-0.07183026584867076,4.762304940473255,-1.7853719325153374,0.902632099742727,0.2850537921223437,False
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,244,-0.05953958088329074,4.258731422376424,-0.6459340354471443,0.05931287813310274,0.45543963869648313,False
Mark 01,Mark 22,VEV_5400,263,0.04897503719623066,4.591552959016221,-0.09353546910755171,-0.0036231884057973053,0.1859792580773832,False
Mark 14,Mark 38,HYDROGEL_PACK,496,0.04604013929618793,4.498134713182209,0.7556308991554896,-0.05080985915492935,-0.6329213184476339,False
Mark 14,Mark 22,VEV_5300,29,-0.044531415273958125,4.30681382465008,1.4698364008179958,-1.1492112182296228,0.6642808452624404,False
Mark 38,Mark 14,HYDROGEL_PACK,507,-0.04180204410973613,4.147383720056929,-0.16137700534759333,0.14034443817052542,-0.0856074899942823,False
Mark 01,Mark 22,VEV_5500,299,-0.013973593896867472,4.5582788659578455,-0.4946206947198354,-0.111919126625009,0.4204014939309058,False
Mark 01,Mark 22,VEV_6000,317,-1.232802853842445e-16,4.569094243917403,-0.4134101590162882,0.045558691681886025,0.29182354736949206,False
Mark 01,Mark 22,VEV_6500,317,-1.232802853842445e-16,4.569094243917403,-0.4134101590162882,0.045558691681886025,0.29182354736949206,False
