product,km,iv,mid,timestamp
VEV_5000,-0.04783732941416011,0.24275996979184183,251.0,0
VEV_5100,-0.028034702117980415,0.24434634197445015,165.0,0
VEV_5200,-0.008616616260878852,0.24516615313701934,95.5,0
VEV_5300,0.010431578709815719,0.24424582927023705,47.0,0
VEV_5400,0.02912371172196825,0.22958829483355228,16.5,0
VEV_5500,0.047472850390164766,0.2520401545598492,7.5,0
VEV_6000,0.13448422737979443,0.38022888642192815,0.5,0
VEV_6500,0.21452693505333098,0.5747458588661223,0.5,0
VEV_5000,-0.04439958729668437,0.24740087159146215,235.0,20000
VEV_5100,-0.024596960000504677,0.24541271303472745,151.0,20000
VEV_5200,-0.005178874143403115,0.24575522349257517,85.0,20000
VEV_5300,0.013869320827291342,0.24305961586391103,40.0,20000
VEV_5400,0.03256145383944387,0.23027567341533672,13.5,20000
VEV_5500,0.050910592507640386,0.24716314854676258,5.5,20000
VEV_6000,0.13792196949727026,0.3894935522302209,0.5,20000
VEV_6500,0.2179646771708066,0.5839489920524482,0.5,20000
VEV_5000,-0.045737891673853795,0.2445736065099291,241.0,40000
VEV_5100,-0.025935264377674076,0.24370096851427323,156.0,40000
VEV_5200,-0.006517178520572482,0.2460199959388338,89.0,40000
VEV_5300,0.012531016450122005,0.24165439478916834,42.0,40000
VEV_5400,0.031223149462274565,0.22985792256612425,14.5,40000
VEV_5500,0.049572288130471105,0.2521539806255334,6.5,40000
VEV_6000,0.1365836651201009,0.38665510137950115,0.5,40000
VEV_6500,0.21662637279363736,0.5815213028735756,0.5,40000
VEV_5000,-0.0480279690105816,0.2445393087677881,252.0,60000
VEV_5100,-0.028225341714401785,0.2438946958193412,165.5,60000
VEV_5200,-0.008807255857300213,0.2440348894336875,95.5,60000
VEV_5300,0.010240939113394146,0.24390416206584853,47.0,60000
VEV_5400,0.028933072125546685,0.22962175637683627,16.5,60000
VEV_5500,0.047282210793743215,0.25236153085034524,7.5,60000
VEV_6000,0.13429358778337314,0.3813835162366011,0.5,60000
VEV_6500,0.21433629545690952,0.5767586850236802,0.5,60000
VEV_4500,-0.15176688847198208,0.43270363548250346,738.0,80000
VEV_5000,-0.0464063728141558,0.2523391905016789,245.0,80000
VEV_5100,-0.02660374551797602,0.2455779272784786,159.0,80000
VEV_5200,-0.007185659660874486,0.2447570473706718,90.5,80000
VEV_5300,0.011862535309819948,0.24502745142498963,44.0,80000
VEV_5400,0.030554668321972667,0.23001881659688125,15.0,80000
VEV_5500,0.048903806990169156,0.2502680342637638,6.5,80000
VEV_6000,0.1359151839797989,0.38606800879869424,0.5,80000
VEV_6500,0.21595789165333532,0.5815629734628975,0.5,80000
VEV_5000,-0.04850440905961493,0.24204295894302003,254.0,100000
VEV_5100,-0.028701781763435325,0.2419781931751805,167.0,100000
VEV_5200,-0.009283695906333732,0.24281524458950451,96.5,100000
VEV_5300,0.009764499064360867,0.24109656321842143,47.0,100000
VEV_5400,0.028456632076513312,0.2304579168970529,17.0,100000
VEV_5500,0.046805770744709964,0.2511705498020506,7.5,100000
VEV_6000,0.13381714773433967,0.38127035453211255,0.5,100000
VEV_6500,0.21385985540787603,0.5772591335095499,0.5,100000
VEV_4500,-0.15576841820167203,0.44402022602145436,759.0,120000
VEV_5000,-0.05040790254384564,0.24960559767938004,264.0,120000
VEV_5100,-0.030605275247666004,0.24135835459120802,175.0,120000
VEV_5200,-0.011187189390564381,0.24587202625257554,103.5,120000
VEV_5300,0.007861005580130136,0.2413902030699478,51.0,120000
VEV_5400,0.026553138592282723,0.23093425372518284,19.0,120000
VEV_5500,0.04490227726047908,0.25192715375931984,8.5,120000
VEV_6000,0.13191365425010904,0.3769514070815797,0.5,120000
VEV_6500,0.21195636192364542,0.5734190523332514,0.5,120000
VEV_4500,-0.15576841820167203,0.4446670147488373,759.0,140000
VEV_5000,-0.05040790254384564,0.24458235132851458,263.5,140000
VEV_5100,-0.030605275247666004,0.23899206341837453,174.5,140000
VEV_5200,-0.011187189390564381,0.24253261405487345,102.5,140000
VEV_5300,0.007861005580130136,0.2417418277327669,51.0,140000
VEV_5400,0.026553138592282723,0.23127064757243268,19.0,140000
VEV_5500,0.04490227726047908,0.252294127229533,8.5,140000
VEV_6000,0.13191365425010904,0.37750049900731286,0.5,140000
VEV_6500,0.21195636192364542,0.5742543318034526,0.5,140000
VEV_5000,-0.049456608712592526,0.23575754702641336,258.0,160000
VEV_5100,-0.029653981416412806,0.23734531728831412,170.0,160000
VEV_5200,-0.010235895559311214,0.24348587000510571,99.5,160000
VEV_5300,0.008812299411383163,0.24042477143526006,48.5,160000
VEV_5400,0.02750443242353583,0.23164375617932786,18.0,160000
VEV_5500,0.04585357109173227,0.24840402456287303,7.5,160000
VEV_6000,0.13286494808136218,0.38049498201750265,0.5,160000
VEV_6500,0.21290765575489853,0.5774385815400662,0.5,160000
VEV_5000,-0.04783732941416011,0.2459426835611633,251.0,180000
VEV_5100,-0.028034702117980415,0.2374066063584134,163.0,180000
VEV_5200,-0.008616616260878852,0.24111989096002232,93.5,180000
VEV_5300,0.010431578709815719,0.24014158742558162,45.0,180000
VEV_5400,0.02912371172196825,0.2325983208599812,16.5,180000
VEV_5500,0.047472850390164766,0.25096923912905506,7.0,180000
VEV_6000,0.13448422737979443,0.3852138916241047,0.5,180000
VEV_6500,0.21452693505333098,0.5822810861955766,0.5,180000
VEV_5000,-0.046597285376782205,0.24626132244367416,245.0,200000
VEV_5100,-0.02679465808060244,0.23892727492195903,158.0,200000
VEV_5200,-0.00737657222350092,0.2411653542918706,89.5,200000
VEV_5300,0.011671622747193501,0.24210369438549978,43.0,200000
VEV_5400,0.03036375575934621,0.2338261305439158,15.5,200000
VEV_5500,0.04871289442754268,0.25171266689675786,6.5,200000
VEV_6000,0.1357242714171724,0.38896884501882223,0.5,200000
VEV_6500,0.21576697909070894,0.5862004032713234,0.5,200000
VEV_5000,-0.04850440905961493,0.24417553723148175,254.0,220000
VEV_5100,-0.028701781763435325,0.23891025970066126,166.0,220000
VEV_5200,-0.009283695906333732,0.24129271361902843,95.5,220000
VEV_5300,0.009764499064360867,0.24322080305744107,47.0,220000
VEV_5400,0.028456632076513312,0.2324884223582485,17.0,220000
VEV_5500,0.046805770744709964,0.2533835489471135,7.5,220000
VEV_6000,0.13381714773433967,0.38462962961098185,0.5,220000
VEV_6500,0.21385985540787603,0.5823452153369729,0.5,220000
VEV_5000,-0.049646939889413766,0.23785457145050776,259.0,240000
VEV_5100,-0.029844312593234064,0.23969737943360525,171.0,240000
VEV_5200,-0.01042622673613249,0.2425970743088666,99.5,240000
VEV_5300,0.008621968234562087,0.24580798852425964,50.0,240000
VEV_5400,0.027314101246714625,0.23201615409817247,18.0,240000
VEV_5500,0.04566323991491115,0.25327248699358207,8.0,240000
VEV_6000,0.13267461690454085,0.38224825210675284,0.5,240000
VEV_6500,0.21271732457807724,0.5803733744189699,0.5,240000
VEV_5000,-0.04936142953772411,0.24280605041941442,258.0,260000
VEV_5100,-0.02955880224154439,0.24131012426804324,170.0,260000
VEV_5200,-0.010140716384442803,0.24459478542323473,99.0,260000
VEV_5300,0.008907478586251677,0.24474002735400405,49.0,260000
VEV_5400,0.02759961159840412,0.23131748164756838,17.5,260000
VEV_5500,0.045948750266600766,0.25062980712916094,7.5,260000
VEV_6000,0.13296012725623044,0.38355341011286276,0.5,260000
VEV_6500,0.213002834929767,0.5819428286537853,0.5,260000
VEV_5000,-0.050693114315518095,0.23635909252568416,264.0,280000
VEV_5100,-0.030890487019338445,0.24010077524288456,175.5,280000
VEV_5200,-0.011472401162236807,0.2414455841380856,102.5,280000
VEV_5300,0.007575793808457723,0.24560615396280414,52.0,280000
VEV_5400,0.026267926820610105,0.23214728688343939,19.0,280000
VEV_5500,0.044617065488806694,0.25370997512759597,8.5,280000
VEV_6000,0.1316284424784365,0.3806733054032211,0.5,280000
VEV_6500,0.21167115015197294,0.5794957701825172,0.5,280000
VEV_4500,-0.15766829528117116,0.4547758963615772,769.0,300000
VEV_5000,-0.052307779623344854,0.24259362021125938,272.5,300000
VEV_5100,-0.03250515232716512,0.24262767174060576,183.0,300000
VEV_5200,-0.013087066470063621,0.2435528727195765,108.5,300000
VEV_5300,0.005961128500630883,0.24731906411761792,56.0,300000
VEV_5400,0.024653261512783457,0.23098528369653687,20.5,300000
VEV_5500,0.04300240018098002,0.2511374424151495,9.0,300000
VEV_6000,0.1300137771706097,0.37704752103310935,0.5,300000
VEV_6500,0.2100564848441462,0.5763359528539773,0.5,300000
VEV_5000,-0.04745594115629536,0.23664611776185288,248.0,320000
VEV_5100,-0.027653313860115637,0.24305067441762773,162.0,320000
VEV_5200,-0.008235228003014048,0.24441873466272013,92.5,320000
VEV_5300,0.010812966967680328,0.24545912455914812,45.0,320000
VEV_5400,0.029505099979832885,0.2315991268687421,15.5,320000
