product,km,iv,mid,timestamp
VEV_5000,-0.048790164169432056,0.23932914574400146,257.0,0
VEV_5100,-0.028987536873252298,0.24005218590951133,171.5,0
VEV_5200,-0.009569451016150672,0.2392285652757537,101.5,0
VEV_5300,0.009478743954543739,0.2419514003033774,53.0,0
VEV_5400,0.028170876966696224,0.23988127613598256,23.0,0
VEV_5500,0.04652001563489291,0.23983891218608241,8.5,0
VEV_6000,0.13353139262452257,0.35341107969185875,0.5,0
VEV_6500,0.2135741002980591,0.5354544587340808,0.5,0
VEV_4500,-0.15214867715658523,0.403834011608423,740.0,20000
VEV_5000,-0.04678816149875888,0.24428643145656254,248.0,20000
VEV_5100,-0.026985534202579257,0.24380094158100443,164.0,20000
VEV_5200,-0.007567448345477642,0.24060946037828956,95.5,20000
VEV_5300,0.011480746625216866,0.2426404364133716,49.0,20000
VEV_5400,0.030172879637369445,0.23886974443584,20.5,20000
VEV_5500,0.04852201830556601,0.23997987190622777,7.5,20000
VEV_6000,0.1355333952951957,0.3586076856021697,0.5,20000
VEV_6500,0.21557610296873206,0.5406916502178841,0.5,20000
VEV_4500,-0.15081177856174371,0.40121126326911155,733.0,40000
VEV_5000,-0.04545126290391742,0.239498862403378,241.0,40000
VEV_5100,-0.02564863560773769,0.2416007168210202,158.0,40000
VEV_5200,-0.006230549750636086,0.2378929752858679,90.5,40000
VEV_5300,0.012817645220058302,0.24163752833416802,46.0,40000
VEV_5400,0.03150977823221087,0.24093786793640262,19.5,40000
VEV_5500,0.049858916900407425,0.24111985451892506,7.0,40000
VEV_6000,0.13687029389003727,0.3622335297863204,0.5,40000
VEV_6500,0.2169130015635736,0.5444222838713683,0.5,40000
VEV_5000,-0.04774199598542121,0.23206976221166106,251.0,60000
VEV_5100,-0.027939368689241423,0.23583899867870925,166.0,60000
VEV_5200,-0.00852128283213988,0.2345713456684455,96.5,60000
VEV_5300,0.01052691213855467,0.2367405574332009,49.0,60000
VEV_5400,0.029219045150707074,0.2370963203219987,21.0,60000
VEV_5500,0.04756818381890368,0.24094304700978836,8.0,60000
VEV_6000,0.13457956080853337,0.3572398241740904,0.5,60000
VEV_6500,0.21462226848206992,0.5398710345242675,0.5,60000
VEV_5000,-0.04869492153875851,0.23582727627884228,256.0,80000
VEV_5100,-0.028892294242578814,0.2384984119771928,170.5,80000
VEV_5200,-0.009474208385477242,0.23471091809166636,99.5,80000
VEV_5300,0.009573986585217227,0.23882379591882635,51.5,80000
VEV_5400,0.028266119597369875,0.23937160539220972,22.5,80000
VEV_5500,0.04661525826556629,0.24141365483843916,8.5,80000
VEV_6000,0.1336266352551961,0.35541864438252113,0.5,80000
VEV_6500,0.21366934292873258,0.5383701142136159,0.5,80000
VEV_4500,-0.15176688847198208,0.4049767079137313,738.0,100000
VEV_5000,-0.0464063728141558,0.24406247632500253,246.0,100000
VEV_5100,-0.02660374551797602,0.24091567473024603,161.5,100000
VEV_5200,-0.007185659660874486,0.23574986408758394,92.5,100000
VEV_5300,0.011862535309819948,0.23619529993002175,46.0,100000
VEV_5400,0.030554668321972667,0.23960893717209297,20.0,100000
VEV_5500,0.048903806990169156,0.24262338118254373,7.5,100000
VEV_6000,0.1359151839797989,0.36132941443800276,0.5,100000
VEV_6500,0.21595789165333532,0.5442973876909516,0.5,100000
VEV_5000,-0.043442557842836724,0.24025941312287435,231.5,120000
VEV_5100,-0.023639930546656966,0.23863706026255863,149.0,120000
VEV_5200,-0.004221844689555452,0.23561268682121048,83.5,120000
VEV_5300,0.014826350281138963,0.23838800875735536,41.0,120000
VEV_5400,0.03351848329329156,0.23681733124840232,16.5,120000
VEV_5500,0.051867621961488135,0.24535171551643825,6.5,120000
VEV_6000,0.1388789989511179,0.36885872013314935,0.5,120000
VEV_6500,0.21892170662465432,0.5517851663059593,0.5,120000
VEV_5000,-0.04449523988655127,0.2373356381111853,236.0,140000
VEV_5100,-0.02469261259037152,0.23817364173483457,153.0,140000
VEV_5200,-0.005274526733269907,0.23396427121004143,86.0,140000
VEV_5300,0.013773668237424604,0.2354827329911446,42.0,140000
VEV_5400,0.03246580124957708,0.2372774300868617,17.5,140000
VEV_5500,0.05081493991777375,0.2418250722993798,6.5,140000
