day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
119;0;INTARIAN_PEPPER_ROOT;12990;20;;;;;13007;11;13010;20;;;12998.5;0.0
119;0;ASH_COATED_OSMIUM;9998;23;;;;;10016;13;;;;;10007.0;0.0
119;100;INTARIAN_PEPPER_ROOT;12993;12;12990;20;;;13010;20;;;;;13001.5;0.0
119;100;ASH_COATED_OSMIUM;10000;15;9998;21;;;10019;21;;;;;10009.5;0.0
119;200;ASH_COATED_OSMIUM;10000;14;9998;21;;;10019;21;;;;;10009.5;0.0
119;200;INTARIAN_PEPPER_ROOT;12990;21;;;;;13007;10;13010;21;;;12998.5;0.0
119;300;INTARIAN_PEPPER_ROOT;12993;11;12990;18;;;13007;11;;;;;13000.0;0.0
119;300;ASH_COATED_OSMIUM;10006;4;10000;15;9998;26;10016;15;10019;26;;;10011.0;0.0
119;400;INTARIAN_PEPPER_ROOT;;;;;;;13007;9;13011;23;;;13007.0;0.0
119;400;ASH_COATED_OSMIUM;10000;10;9998;26;;;10016;10;10019;26;;;10008.0;0.0
119;500;INTARIAN_PEPPER_ROOT;12993;10;12990;17;;;13007;10;13011;17;;;13000.0;0.0
119;500;ASH_COATED_OSMIUM;10000;13;9998;23;;;10017;13;10019;23;;;10008.5;0.0
119;600;ASH_COATED_OSMIUM;10000;15;;;;;10016;15;;;;;10008.0;0.0
119;600;INTARIAN_PEPPER_ROOT;12994;12;12990;17;;;13008;12;;;;;13001.0;0.0
119;700;INTARIAN_PEPPER_ROOT;12994;12;12990;15;;;13008;12;13011;15;;;13001.0;0.0
119;700;ASH_COATED_OSMIUM;10000;11;;;;;;;;;;;10000.0;0.0
119;800;INTARIAN_PEPPER_ROOT;;;;;;;13011;20;;;;;13011.0;0.0
119;800;ASH_COATED_OSMIUM;9998;24;;;;;10017;13;10019;24;;;10007.5;0.0
119;900;INTARIAN_PEPPER_ROOT;12994;11;12991;22;;;13008;11;13011;22;;;13001.0;0.0
119;900;ASH_COATED_OSMIUM;10001;12;9998;20;;;10017;12;10019;20;;;10009.0;0.0
119;1000;ASH_COATED_OSMIUM;10001;14;9998;30;;;10019;30;;;;;10010.0;0.0
119;1000;INTARIAN_PEPPER_ROOT;12994;12;12991;15;;;13008;12;13011;15;;;13001.0;0.0
119;1100;INTARIAN_PEPPER_ROOT;12994;8;12991;25;;;;;;;;;12994.0;0.0
119;1100;ASH_COATED_OSMIUM;;;;;;;10017;15;10019;21;;;10017.0;0.0
119;1200;INTARIAN_PEPPER_ROOT;12994;9;12991;15;;;13011;15;;;;;13002.5;0.0
119;1200;ASH_COATED_OSMIUM;;;;;;;10017;10;10019;22;;;10017.0;0.0
119;1300;INTARIAN_PEPPER_ROOT;12994;11;;;;;13008;11;13012;20;;;13001.0;0.0
119;1300;ASH_COATED_OSMIUM;10001;11;9999;25;;;10017;11;10020;25;;;10009.0;0.0
119;1400;ASH_COATED_OSMIUM;10001;13;9999;23;;;10017;13;10020;23;;;10009.0;0.0
119;1400;INTARIAN_PEPPER_ROOT;12994;10;12991;17;;;13008;10;;;;;13001.0;0.0
119;1500;INTARIAN_PEPPER_ROOT;12994;9;12991;25;;;13012;25;;;;;13003.0;0.0
119;1500;ASH_COATED_OSMIUM;10001;10;9999;20;;;10017;10;10020;20;;;10009.0;0.0
119;1600;INTARIAN_PEPPER_ROOT;12995;8;12991;18;;;13012;18;;;;;13003.5;0.0
119;1600;ASH_COATED_OSMIUM;10001;11;;;;;10020;28;;;;;10010.5;0.0
119;1700;INTARIAN_PEPPER_ROOT;12995;8;12991;24;;;;;;;;;12995.0;0.0
119;1700;ASH_COATED_OSMIUM;10001;12;9999;28;;;10018;12;10020;28;;;10009.5;0.0
119;1800;ASH_COATED_OSMIUM;10001;13;9999;23;;;10017;13;10020;23;;;10009.0;0.0
119;1800;INTARIAN_PEPPER_ROOT;12995;10;12992;18;;;13009;10;13012;18;;;13002.0;0.0
