participant,role,symbol,day,K,n,mean_fwd,median_fwd,t_stat,frac_pos
Mark 22,U_aggr_sell,VEV_5400,1,5,81,-0.012345679012345678,0.0,-0.2870353451970314,0.19753086419753085
Mark 22,U_aggr_sell,VEV_5400,1,20,81,0.018518518518518517,0.0,0.19209468759882464,0.38271604938271603
Mark 22,U_aggr_sell,VEV_5400,1,100,80,-0.2125,-0.5,-1.0839640804630166,0.425
Mark 22,U_aggr_sell,VEV_5400,2,5,80,-0.04375,0.0,-0.8175885546682833,0.1875
Mark 22,U_aggr_sell,VEV_5400,2,20,80,0.0125,0.0,0.13782217060148605,0.3125
Mark 22,U_aggr_sell,VEV_5400,2,100,79,-0.12025316455696203,-0.5,-0.6855347847611852,0.35443037974683544
Mark 22,U_aggr_sell,VEV_5400,3,5,114,-0.03508771929824561,0.0,-1.181583258234051,0.12280701754385964
Mark 22,U_aggr_sell,VEV_5400,3,20,114,0.02631578947368421,0.0,0.38911036746733846,0.24561403508771928
Mark 22,U_aggr_sell,VEV_5400,3,100,113,0.13716814159292035,0.0,1.1513819967868795,0.45132743362831856
Mark 22,U_aggr_sell,VEV_5500,1,5,92,-0.021739130434782608,0.0,-0.8934459211586829,0.06521739130434782
Mark 22,U_aggr_sell,VEV_5500,1,20,92,-0.02717391304347826,0.0,-0.527917188238954,0.16304347826086957
Mark 22,U_aggr_sell,VEV_5500,1,100,92,-0.11413043478260869,0.0,-1.2476907565190891,0.2826086956521739
Mark 22,U_aggr_sell,VEV_5500,2,5,94,-0.047872340425531915,0.0,-1.5790963186943354,0.06382978723404255
Mark 22,U_aggr_sell,VEV_5500,2,20,94,0.015957446808510637,0.0,0.3594808670111737,0.1702127659574468
Mark 22,U_aggr_sell,VEV_5500,2,100,93,-0.03763440860215054,0.0,-0.46469533168878635,0.27956989247311825
Mark 22,U_aggr_sell,VEV_5500,3,5,120,-0.0125,0.0,-0.7261724589773787,0.041666666666666664
Mark 22,U_aggr_sell,VEV_5500,3,20,120,0.04583333333333333,0.0,1.4384432996511367,0.1
Mark 22,U_aggr_sell,VEV_5500,3,100,119,0.025210084033613446,0.0,0.5653235633395512,0.15966386554621848
Mark 22,U_aggr_sell,VEV_6000,1,5,98,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,1,20,98,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,1,100,97,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,2,5,95,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,2,20,95,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,2,100,94,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,3,5,124,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,3,20,124,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6000,3,100,123,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,1,5,98,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,1,20,98,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,1,100,97,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,2,5,95,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,2,20,95,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,2,100,94,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,3,5,124,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,3,20,124,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_6500,3,100,123,0.0,0.0,,0.0
Mark 22,U_aggr_sell,VEV_5300,1,5,38,-0.2631578947368421,0.0,-2.110086943076174,0.15789473684210525
Mark 22,U_aggr_sell,VEV_5300,1,20,38,-0.5526315789473685,-1.0,-2.0232591335082706,0.34210526315789475
Mark 22,U_aggr_sell,VEV_5300,1,100,38,-0.3157894736842105,-0.5,-0.559930727570414,0.39473684210526316
Mark 22,U_aggr_sell,VEV_5300,2,5,44,-0.3068181818181818,0.0,-2.337113906380199,0.18181818181818182
Mark 22,U_aggr_sell,VEV_5300,2,20,44,-0.06818181818181818,0.0,-0.2823906654717904,0.36363636363636365
Mark 22,U_aggr_sell,VEV_5300,2,100,43,0.10465116279069768,0.0,0.2058482807433696,0.46511627906976744
Mark 22,U_aggr_sell,VEV_5300,3,5,78,-0.11538461538461539,0.0,-1.4145538038221113,0.3076923076923077
Mark 22,U_aggr_sell,VEV_5300,3,20,78,0.01282051282051282,-0.5,0.06931156351961999,0.41025641025641024
Mark 22,U_aggr_sell,VEV_5300,3,100,78,0.3974358974358974,0.5,1.1509297501055984,0.5641025641025641
Mark 22,U_aggr_sell,VEV_5200,1,5,6,-0.5,-0.5,,0.3333333333333333
Mark 22,U_aggr_sell,VEV_5200,1,20,6,-1.5833333333333333,-2.0,,0.3333333333333333
Mark 22,U_aggr_sell,VEV_5200,1,100,6,-4.083333333333333,-7.25,,0.3333333333333333
Mark 22,U_aggr_sell,VEV_5200,2,5,8,0.0,0.0,,0.375
Mark 22,U_aggr_sell,VEV_5200,2,20,8,2.625,2.75,,0.75
Mark 22,U_aggr_sell,VEV_5200,2,100,8,2.8125,2.0,,0.625
Mark 22,U_aggr_sell,VEV_5200,3,5,30,-0.23333333333333334,-0.5,-1.165550772899448,0.3
Mark 22,U_aggr_sell,VEV_5200,3,20,30,-0.05,-0.5,-0.08483994245162381,0.43333333333333335
Mark 22,U_aggr_sell,VEV_5200,3,100,30,0.9833333333333333,0.75,0.9311516708871589,0.6
Mark 22,U_aggr_sell,VELVETFRUIT_EXTRACT,3,5,5,-3.7,-3.5,,0.0
Mark 22,U_aggr_sell,VELVETFRUIT_EXTRACT,3,20,5,-5.7,-6.5,,0.2
Mark 22,U_aggr_sell,VELVETFRUIT_EXTRACT,3,100,5,-5.6,-5.5,,0.2
Mark 38,U_aggr_buy,HYDROGEL_PACK,1,5,189,-0.31746031746031744,0.0,-0.9930908861714125,0.4656084656084656
Mark 38,U_aggr_buy,HYDROGEL_PACK,1,20,189,-0.38095238095238093,0.0,-0.5596100707618867,0.4973544973544973
Mark 38,U_aggr_buy,HYDROGEL_PACK,1,100,189,-1.5793650793650793,1.0,-1.2074071666555175,0.5079365079365079
Mark 38,U_aggr_buy,HYDROGEL_PACK,2,5,165,-0.01818181818181818,0.0,-0.05661422052110388,0.47878787878787876
Mark 38,U_aggr_buy,HYDROGEL_PACK,2,20,165,-0.6333333333333333,0.0,-1.129817897975897,0.4727272727272727
Mark 38,U_aggr_buy,HYDROGEL_PACK,2,100,163,2.058282208588957,1.0,1.4926504199481903,0.5030674846625767
Mark 38,U_aggr_buy,HYDROGEL_PACK,3,5,161,0.009316770186335404,0.0,0.02862841754364542,0.42857142857142855
Mark 38,U_aggr_buy,HYDROGEL_PACK,3,20,161,0.049689440993788817,1.0,0.07144428916401152,0.515527950310559
Mark 38,U_aggr_buy,HYDROGEL_PACK,3,100,160,-1.9875,-1.75,-1.3001556021711458,0.44375
Mark 38,U_aggr_buy,VEV_4000,1,5,73,-0.21232876712328766,0.0,-0.8228638671305363,0.410958904109589
Mark 38,U_aggr_buy,VEV_4000,1,20,72,-0.19444444444444445,0.0,-0.3652498732347464,0.4166666666666667
Mark 38,U_aggr_buy,VEV_4000,1,100,72,-0.375,-0.75,-0.3711937574603288,0.4027777777777778
Mark 38,U_aggr_buy,VEV_4000,2,5,64,0.234375,0.75,0.8902106390233604,0.53125
Mark 38,U_aggr_buy,VEV_4000,2,20,63,0.8095238095238095,1.0,1.7676528898614858,0.6349206349206349
Mark 38,U_aggr_buy,VEV_4000,2,100,63,1.9206349206349207,2.5,1.929272469812731,0.6666666666666666
