day,timestamp,micro_minus_mid,spread,spread_tight
1,0,0.0,6,0
1,100,1.1842105263158373,5,0
1,200,-1.153846153845734,5,0
1,300,-1.2837837837842017,5,0
1,400,0.0,5,0
1,500,-1.25,5,0
1,600,0.6000000000003638,2,1
1,700,-1.472602739726426,5,0
1,800,0.0,5,0
1,900,0.0,5,0
1,1000,0.0,6,0
1,1100,-1.1702127659573307,5,0
1,1200,1.5384615384618883,5,0
1,1300,-1.337209302325391,5,0
1,1400,0.0,6,0
1,1500,1.224489795918089,5,0
1,1600,-1.195652173913004,5,0
1,1700,-1.0882352941180216,5,0
1,1800,1.2142857142853245,5,0
1,1900,1.275510204081911,5,0
1,2000,-1.136363636363967,3,0
1,2100,0.0,6,0
1,2200,1.220930232558203,5,0
1,2300,-1.0882352941180216,5,0
1,2400,-1.080246913580595,5,0
1,2500,-1.1470588235297328,5,0
1,2600,0.0,6,0
1,2700,1.1029411764702672,5,0
1,2800,1.25,5,0
1,2900,-1.3414634146338358,5,0
1,3000,0.0,6,0
1,3100,1.153846153845734,5,0
1,3200,0.0,6,0
1,3300,0.0,6,0
1,3400,1.25,5,0
1,3500,1.5384615384618883,5,0
1,3600,-1.3732394366197695,5,0
1,3700,0.0,6,0
1,3800,1.5625,5,0
1,3900,1.0955056179773237,5,0
1,4000,-1.3888888888886868,5,0
1,4100,0.0,6,0
1,4200,0.0,5,0
1,4300,-1.4873417721519218,5,0
1,4400,1.1666666666669698,5,0
1,4500,0.0,5,0
1,4600,1.2012987012985832,5,0
1,4700,0.0,6,0
1,4800,1.0443037974682738,5,0
1,4900,-1.300000000000182,5,0
1,5000,0.0,6,0
1,5100,0.0,6,0
1,5200,0.16666666666696983,1,1
1,5300,1.0119047619045887,5,0
1,5400,0.5151515151519561,2,1
1,5500,-0.9939759036142277,5,0
1,5600,0.0,6,0
1,5700,0.0,6,0
1,5800,0.0,5,0
1,5900,1.0714285714284415,5,0
1,6000,1.1666666666669698,5,0
1,6100,-1.03658536585408,5,0
1,6200,-1.4864864864866831,5,0
1,6300,-1.3235294117648664,5,0
1,6400,0.0,6,0
1,6500,1.3513513513516955,5,0
1,6600,0.0,5,0
1,6700,0.0,6,0
1,6800,-1.3235294117648664,5,0
1,6900,0.0,5,0
1,7000,-1.0975609756096674,5,0
1,7100,-1.080246913580595,5,0
1,7200,0.0,5,0
1,7300,0.0,5,0
1,7400,0.0,5,0
1,7500,-1.2647058823531552,5,0
1,7600,0.0,6,0
1,7700,-1.0443037974682738,5,0
1,7800,0.0,6,0
1,7900,-1.550632911392313,5,0
1,8000,0.0,5,0
1,8100,0.0,5,0
1,8200,1.2083333333330302,3,0
1,8300,0.0,5,0
1,8400,-1.3333333333330302,5,0
1,8500,0.0,5,0
1,8600,0.0,6,0
1,8700,0.9868421052633494,5,0
1,8800,-1.2096774193551028,5,0
1,8900,0.0,5,0
1,9000,0.0,5,0
1,9100,0.0,6,0
1,9200,0.0,6,0
1,9300,0.0,6,0
1,9400,0.0625,1,1
1,9500,0.8260869565219764,2,1
1,9600,-1.153846153845734,5,0
1,9700,0.0,6,0
1,9800,1.550632911392313,5,0
1,9900,0.0,6,0
1,10000,-0.7799999999997453,3,0
1,10100,0.0,6,0
1,10200,0.0,5,0
1,10300,0.09375,1,1
1,10400,0.125,1,1
1,10500,1.2647058823531552,5,0
1,10600,1.2142857142853245,5,0
1,10700,1.317204301075435,5,0
1,10800,0.0,5,0
1,10900,-1.1559139784949366,5,0
1,11000,0.0,5,0
1,11100,-1.3690476190477057,5,0
1,11200,1.2765957446808898,5,0
1,11300,-1.2142857142853245,5,0
1,11400,1.1781609195404599,5,0
1,11500,1.018518518518249,5,0
1,11600,1.3970588235297328,5,0
1,11700,0.0,6,0
1,11800,1.3513513513516955,5,0
1,11900,-1.0625,5,0
1,12000,0.0,6,0
1,12100,0.0,5,0
1,12200,-1.2121212121210192,5,0
1,12300,1.1000000000003638,5,0
1,12400,-1.4583333333330302,5,0
1,12500,-1.2765957446808898,5,0
1,12600,0.9868421052633494,5,0
1,12700,1.1184210526316747,5,0
1,12800,1.291208791209101,5,0
1,12900,1.2894736842108614,5,0
1,13000,-1.2313432835817366,5,0
1,13100,0.0,6,0
1,13200,-1.234939759036024,5,0
1,13300,1.4285714285715585,5,0
1,13400,0.0,6,0
1,13500,1.4743589743593475,5,0
1,13600,1.2647058823531552,5,0
1,13700,-1.0714285714284415,5,0
1,13800,0.0,5,0
1,13900,0.0,5,0
1,14000,0.0,6,0
1,14100,0.0,5,0
1,14200,1.2628865979377224,5,0
1,14300,-1.1263736263736064,5,0
1,14400,1.1470588235297328,5,0
1,14500,1.1979166666669698,5,0
1,14600,-1.0975609756096674,5,0
1,14700,-1.4873417721519218,5,0
1,14800,1.346153846154266,5,0
1,14900,-1.203703703703468,5,0
1,15000,0.0,5,0
1,15100,-1.0810810810808107,5,0
1,15200,0.0,5,0
1,15300,1.2313432835817366,5,0
1,15400,-1.3157894736841627,5,0
1,15500,-1.2647058823531552,5,0
1,15600,-1.2647058823531552,5,0
1,15700,0.0,5,0
1,15800,0.0,6,0
1,15900,-1.1231884057970092,5,0
1,16000,-1.2222222222226264,5,0
1,16100,1.2857142857146755,5,0
1,16200,-1.346153846154266,5,0
1,16300,0.7260273972606228,2,1
1,16400,0.0,6,0
