name,day,role,horizon_K,n,mean_fwd,median_fwd,frac_pos,t_vs_zero
Mark 01,1,any_touch,5,550,0.06181818181818182,0.0,0.19272727272727272,1.1870493952194836
Mark 01,1,any_touch,20,550,-0.017272727272727273,0.0,0.2290909090909091,-0.16461130307990873
Mark 01,1,any_touch,100,550,-0.10727272727272727,0.0,0.2636363636363636,-0.48037228012585176
Mark 01,2,any_touch,5,573,-0.038394415357766144,0.0,0.17975567190226877,-0.8101373516199848
Mark 01,2,any_touch,20,573,-0.0968586387434555,0.0,0.2286212914485166,-1.0405528050578987
Mark 01,2,any_touch,100,573,-0.12478184991273997,0.0,0.27399650959860383,-0.5520189426188286
Mark 01,3,any_touch,5,720,0.044444444444444446,0.0,0.16805555555555557,1.031499228616076
Mark 01,3,any_touch,20,720,0.11041666666666666,0.0,0.2222222222222222,1.2835442450130086
Mark 01,3,any_touch,100,716,-0.051675977653631286,0.0,0.26536312849162014,-0.30617240152143893
Mark 14,1,any_touch,5,764,-0.013089005235602094,0.0,0.4581151832460733,-0.10474046884448002
Mark 14,1,any_touch,20,764,0.31151832460732987,0.5,0.5039267015706806,1.2467389036072054
Mark 14,1,any_touch,100,764,-0.07526178010471204,0.0,0.48429319371727747,-0.14732779090049986
Mark 14,2,any_touch,5,668,-0.014970059880239521,0.0,0.4491017964071856,-0.12052869284965337
Mark 14,2,any_touch,20,668,-0.13547904191616766,0.0,0.46706586826347307,-0.5899024419377816
Mark 14,2,any_touch,100,668,0.48278443113772457,0.0,0.48502994011976047,0.955123923392765
Mark 14,3,any_touch,5,740,0.008108108108108109,0.0,0.42702702702702705,0.06595344098847095
Mark 14,3,any_touch,20,740,-0.15,0.0,0.4581081081081081,-0.6063524877857343
Mark 14,3,any_touch,100,734,-0.2724795640326976,-0.5,0.4659400544959128,-0.513614536801939
Mark 22,1,seller_agg,5,416,-0.040865384615384616,0.0,0.07451923076923077,-2.093128570970229
Mark 22,1,seller_agg,20,416,-0.10576923076923077,0.0,0.14903846153846154,-2.2519320011560606
Mark 22,1,seller_agg,100,416,-0.19110576923076922,0.0,0.1875,-2.2077592403347976
Mark 22,2,seller_agg,5,419,-0.06682577565632458,0.0,0.07875894988066826,-2.8231941376094136
Mark 22,2,seller_agg,20,419,0.06563245823389022,0.0,0.1575178997613365,1.5664986687427462
Mark 22,2,seller_agg,100,419,0.07995226730310262,0.0,0.20047732696897375,1.0148383293848162
Mark 22,3,seller_agg,5,595,-0.06722689075630252,0.0,0.08739495798319327,-2.931967210091227
Mark 22,3,seller_agg,20,595,-0.034453781512605045,0.0,0.14453781512605043,-0.7096671609036608
Mark 22,3,seller_agg,100,591,0.08629441624365482,0.0,0.22504230118443316,1.0879872933661054
Mark 22,1,any_touch,5,474,0.14662447257383968,0.0,0.16033755274261605,2.9902521554832906
Mark 22,1,any_touch,20,474,0.14873417721518986,0.0,0.2109704641350211,1.603165614419868
Mark 22,1,any_touch,100,474,0.410337552742616,0.0,0.24472573839662448,1.872426539751528
Mark 22,2,any_touch,5,471,0.05201698513800425,0.0,0.1464968152866242,0.9552021046888822
Mark 22,2,any_touch,20,471,0.09554140127388536,0.0,0.19957537154989385,1.1084281809837664
Mark 22,2,any_touch,100,471,-0.07430997876857749,0.0,0.2208067940552017,-0.45152246183897843
Mark 22,3,any_touch,5,639,0.02190923317683881,0.0,0.12832550860719874,0.5651534599112356
Mark 22,3,any_touch,20,639,0.07746478873239436,0.0,0.17996870109546165,1.1342965079917775
Mark 22,3,any_touch,100,635,-0.01732283464566929,0.0,0.2503937007874016,-0.11346774707677611
Mark 38,1,buyer_agg,5,267,-0.2696629213483146,0.0,0.45318352059925093,-1.1376258213198962
Mark 38,1,buyer_agg,20,267,-0.24157303370786518,0.0,0.48314606741573035,-0.4779432875885972
Mark 38,1,buyer_agg,100,267,-0.9176029962546817,0.0,0.49063670411985016,-0.9400222714733214
Mark 38,2,buyer_agg,5,229,0.05240174672489083,0.0,0.49344978165938863,0.21598491568552516
Mark 38,2,buyer_agg,20,229,-0.2292576419213974,0.5,0.519650655021834,-0.5397755162985975
Mark 38,2,buyer_agg,100,229,1.943231441048035,2.0,0.5458515283842795,1.9063066510611149
Mark 38,3,buyer_agg,5,237,0.18565400843881857,0.0,0.459915611814346,0.7812781310877539
Mark 38,3,buyer_agg,20,237,0.05485232067510549,0.0,0.4810126582278481,0.11079236379797909
Mark 38,3,buyer_agg,100,234,-1.9423076923076923,-1.75,0.4444444444444444,-1.7636722744706166
Mark 38,1,seller_agg,5,277,0.15342960288808663,0.0,0.4693140794223827,0.6535371404316616
Mark 38,1,seller_agg,20,277,0.7617328519855595,1.0,0.5379061371841155,1.7145720459984257
Mark 38,1,seller_agg,100,277,0.44223826714801445,-0.5,0.47653429602888087,0.46250681347001155
Mark 38,2,seller_agg,5,210,-0.11666666666666667,0.0,0.44761904761904764,-0.45820365845867805
Mark 38,2,seller_agg,20,210,-0.4928571428571429,-1.0,0.44285714285714284,-0.9584455390515773
Mark 38,2,seller_agg,100,210,-0.5642857142857143,-1.75,0.44285714285714284,-0.5395901615389921
Mark 38,3,seller_agg,5,258,-0.17054263565891473,0.0,0.4418604651162791,-0.6637377213798525
Mark 38,3,seller_agg,20,258,-0.30426356589147285,0.0,0.46511627906976744,-0.615550887117862
Mark 38,3,seller_agg,100,258,1.300387596899225,0.75,0.5038759689922481,1.2894850444069017
Mark 38,1,any_touch,5,544,-0.05422794117647059,0.0,0.46139705882352944,-0.3249063344226694
Mark 38,1,any_touch,20,544,0.2693014705882353,0.5,0.5110294117647058,0.8012255647607806
Mark 38,1,any_touch,100,544,-0.22518382352941177,0.0,0.4834558823529412,-0.3296657798981305
Mark 38,2,any_touch,5,439,-0.02847380410022779,0.0,0.4715261958997722,-0.1622499197262053
Mark 38,2,any_touch,20,439,-0.3553530751708428,0.0,0.48291571753986334,-1.0744555082704408
Mark 38,2,any_touch,100,439,0.7437357630979499,0.0,0.49658314350797267,1.0164611715271517
Mark 38,3,any_touch,5,495,0.0,0.0,0.4505050505050505,0.0
Mark 38,3,any_touch,20,495,-0.13232323232323231,0.0,0.4727272727272727,-0.3782485206708358
Mark 38,3,any_touch,100,492,-0.241869918699187,0.0,0.47560975609756095,-0.323729704671463
Mark 49,1,any_touch,5,40,1.7,2.0,0.75,5.728195795731481
Mark 49,1,any_touch,20,40,1.2375,1.5,0.675,1.9566691012776667
Mark 49,1,any_touch,100,40,1.475,0.0,0.45,0.8710273905846694
Mark 49,2,any_touch,5,43,1.0813953488372092,1.5,0.7209302325581395,3.0504493189011996
Mark 49,2,any_touch,20,43,1.3837209302325582,2.0,0.6744186046511628,2.326401214354824
Mark 49,2,any_touch,100,43,2.5,2.0,0.6046511627906976,2.3031014558176706
Mark 49,3,any_touch,5,39,1.1666666666666667,1.0,0.6153846153846154,2.429794731870244
Mark 49,3,any_touch,20,39,1.0384615384615385,1.0,0.5897435897435898,1.3455810028735238
Mark 49,3,any_touch,100,39,-0.5769230769230769,-2.0,0.41025641025641024,-0.4167738753823651
Mark 55,1,buyer_agg,5,186,0.07526881720430108,0.0,0.46774193548387094,0.4664621965235955
Mark 55,1,buyer_agg,20,186,0.5672043010752689,0.5,0.521505376344086,1.8064572475026006
Mark 55,1,buyer_agg,100,186,1.1774193548387097,1.25,0.5376344086021505,1.6093939016372139
Mark 55,2,buyer_agg,5,218,0.22247706422018348,0.0,0.4541284403669725,1.4731287797172672
Mark 55,2,buyer_agg,20,218,0.34174311926605505,0.25,0.5,1.3219825259231155
Mark 55,2,buyer_agg,100,218,0.4793577981651376,0.75,0.5045871559633027,0.7979580694794132
Mark 55,3,buyer_agg,5,194,0.2912371134020619,0.0,0.4742268041237113,1.965823230164794
Mark 55,3,buyer_agg,20,194,0.3324742268041237,0.5,0.5103092783505154,1.145929251834962
Mark 55,3,buyer_agg,100,192,0.0078125,-0.75,0.4583333333333333,0.012202001041394664
Mark 55,1,seller_agg,5,198,0.2904040404040404,0.5,0.5151515151515151,1.9054249894298725
Mark 55,1,seller_agg,20,198,0.20454545454545456,0.0,0.46464646464646464,0.6920536784961858
Mark 55,1,seller_agg,100,198,-0.4595959595959596,-1.0,0.4444444444444444,-0.7452389538700802
Mark 55,2,seller_agg,5,193,-0.26424870466321243,0.0,0.38860103626943004,-1.6715954296230997
Mark 55,2,seller_agg,20,193,-0.5414507772020726,-1.0,0.37823834196891193,-1.9887726336484886
Mark 55,2,seller_agg,100,193,-1.3626943005181347,-2.0,0.40932642487046633,-2.3403873680448113
Mark 55,3,seller_agg,5,209,0.11722488038277512,0.0,0.4258373205741627,0.766084626081767
Mark 55,3,seller_agg,20,209,0.0023923444976076554,0.0,0.4688995215311005,0.007586623450600817
Mark 55,3,seller_agg,100,208,-0.8822115384615384,-1.0,0.46634615384615385,-1.2913591265671729
Mark 55,1,any_touch,5,384,0.18619791666666666,0.0,0.4921875,1.680074053396005
Mark 55,1,any_touch,20,384,0.3802083333333333,0.0,0.4921875,1.766581609289301
Mark 55,1,any_touch,100,384,0.3333333333333333,0.0,0.4895833333333333,0.6983302428819104
Mark 55,2,any_touch,5,411,-0.006082725060827251,0.0,0.4233576642335766,-0.05542999967427765
Mark 55,2,any_touch,20,411,-0.072992700729927,0.0,0.44282238442822386,-0.38722042615304264
Mark 55,2,any_touch,100,411,-0.38564476885644766,-1.0,0.45985401459854014,-0.9142662704159168
Mark 55,3,any_touch,5,403,0.20099255583126552,0.0,0.4491315136476427,1.884585712873393
Mark 55,3,any_touch,20,403,0.16129032258064516,0.0,0.48883374689826303,0.750348441582042
Mark 55,3,any_touch,100,400,-0.455,-1.0,0.4625,-0.9687509873860176
Mark 67,1,buyer_agg,5,58,2.1982758620689653,2.0,0.896551724137931,9.624475054826299
Mark 67,1,buyer_agg,20,58,2.0344827586206895,2.0,0.6724137931034483,4.025532574697869
Mark 67,1,buyer_agg,100,58,3.146551724137931,4.0,0.5862068965517241,2.2874685724731254
Mark 67,2,buyer_agg,5,61,1.7540983606557377,2.0,0.8524590163934426,7.545165047965763
Mark 67,2,buyer_agg,20,61,1.4508196721311475,1.0,0.6229508196721312,2.952324503825413
Mark 67,2,buyer_agg,100,61,1.6639344262295082,2.0,0.5901639344262295,1.6945699279234268
Mark 67,3,buyer_agg,5,45,1.9333333333333333,2.0,0.7333333333333333,5.681163741400793
Mark 67,3,buyer_agg,20,45,2.022222222222222,1.5,0.6444444444444445,3.14143488531692
Mark 67,3,buyer_agg,100,45,-1.0777777777777777,-1.5,0.4222222222222222,-0.7574815859818775
