name,role,hour_bin,horizon_K,n,mean_fwd,median_fwd,frac_pos,t_vs_zero
Mark 01,any_touch,0,5,85,-0.023529411764705882,0.0,0.17647058823529413,-0.22029609072484094
Mark 01,any_touch,0,20,85,-0.4,0.0,0.09411764705882353,-1.9919950953458452
Mark 01,any_touch,0,100,85,-0.9058823529411765,0.0,0.17647058823529413,-1.999020870644084
Mark 01,any_touch,1,5,88,0.011363636363636364,0.0,0.17045454545454544,0.10366954674730593
Mark 01,any_touch,1,20,88,-0.2897727272727273,0.0,0.20454545454545456,-1.2841143178715875
Mark 01,any_touch,1,100,88,-1.1136363636363635,0.0,0.2159090909090909,-2.2528034317967935
Mark 01,any_touch,2,5,90,-0.1111111111111111,0.0,0.1,-1.1091128464455982
Mark 01,any_touch,2,20,90,0.12222222222222222,0.0,0.2,0.502614618647463
Mark 01,any_touch,2,100,90,0.2,0.0,0.3,0.4043237916021434
Mark 01,any_touch,3,5,87,0.040229885057471264,0.0,0.22988505747126436,0.26525013066200104
Mark 01,any_touch,3,20,87,0.005747126436781609,0.0,0.3563218390804598,0.02078106464691635
Mark 01,any_touch,3,100,87,-0.15517241379310345,0.0,0.3563218390804598,-0.28852215633359873
Mark 01,any_touch,4,5,88,-0.028409090909090908,0.0,0.18181818181818182,-0.19139377980323294
Mark 01,any_touch,4,20,88,0.2215909090909091,0.0,0.25,0.829062811344535
Mark 01,any_touch,4,100,88,0.5909090909090909,0.0,0.29545454545454547,1.2520587588110685
Mark 01,any_touch,5,5,92,0.11413043478260869,0.0,0.16304347826086957,0.9019449499772829
Mark 01,any_touch,5,20,92,0.44021739130434784,0.0,0.2391304347826087,1.8957926376486507
Mark 01,any_touch,5,100,92,0.842391304347826,0.0,0.34782608695652173,1.9842160060983176
Mark 01,any_touch,6,5,54,0.037037037037037035,0.0,0.2037037037037037,0.2762994310257693
Mark 01,any_touch,6,20,54,-0.3425925925925926,0.0,0.2222222222222222,-1.1640294720714026
Mark 01,any_touch,6,100,54,-0.6018518518518519,0.0,0.2222222222222222,-0.8332338531363854
Mark 01,any_touch,7,5,61,0.10655737704918032,0.0,0.18032786885245902,0.7204824157718699
Mark 01,any_touch,7,20,61,0.1885245901639344,0.0,0.26229508196721313,0.5977353813467441
Mark 01,any_touch,7,100,61,-0.4262295081967213,0.0,0.2786885245901639,-0.6707472203070484
Mark 01,any_touch,8,5,76,0.15789473684210525,0.0,0.23684210526315788,1.1063158335129322
Mark 01,any_touch,8,20,76,-0.1118421052631579,0.0,0.23684210526315788,-0.4155978221220269
Mark 01,any_touch,8,100,76,-0.32894736842105265,0.0,0.23684210526315788,-0.5658542104820252
Mark 01,any_touch,9,5,50,0.32,0.0,0.28,1.532091834460832
Mark 01,any_touch,9,20,50,0.38,0.0,0.36,0.8073367470654603
Mark 01,any_touch,9,100,50,0.27,0.0,0.36,0.3505287161997404
Mark 01,any_touch,10,5,80,-0.0625,0.0,0.125,-0.5290966855143336
