timestamp,day,dte,t_years,voucher,K,S,mid,log_S_over_K,iv,iv_fit,iv_res,theoretical_mid,price_dev
0,2,6,0.01643835616438356,VEV_5500,5500,5267.5,6.5,-0.04319222554221815,0.24454952484288475,0.257268661559195,-0.012719136716310225,7.921267329338434,-1.4212673293384341
100,2,6,0.016438082191780824,VEV_5500,5500,5265.5,6.5,-0.04357198439991036,0.2461761491226767,0.2579386927806623,-0.011762543657985569,7.8042163262857684,-1.3042163262857684
200,2,6,0.01643780821917808,VEV_5500,5500,5265.5,6.5,-0.04357198439991036,0.24617820065038187,0.24948612984796556,-0.0033079291975836866,6.855548846455463,-0.3555488464554628
300,2,6,0.016437534246575344,VEV_5500,5500,5266.5,6.5,-0.043382086943965614,0.24536813336036908,0.2579677436725209,-0.012599610312151815,7.90421851033841,-1.40421851033841
400,2,6,0.016437260273972604,VEV_5500,5500,5264.5,6.5,-0.04376191792374831,0.2469940566792124,0.24978845182394,-0.002794395144727596,6.799126575761136,-0.2991265757611359
500,2,6,0.016436986301369864,VEV_5500,5500,5263.5,6.5,-0.04395188752918283,0.24780750472933263,0.25917320658372617,-0.011365701854393534,7.7529736280468455,-1.2529736280468455
600,2,6,0.016436712328767124,VEV_5500,5500,5262.0,6.5,-0.044236909620324213,0.24902597696238482,0.25139219633615606,-0.002366219373771239,6.751544691340882,-0.2515446913408823
700,2,6,0.016436438356164384,VEV_5500,5500,5262.5,6.5,-0.04414189322992546,0.2486226712547663,0.25927718578196707,-0.010654514527200759,7.669053939274704,-1.1690539392747041
800,2,6,0.016436164383561644,VEV_5500,5500,5262.5,6.5,-0.04414189322992546,0.2486247433779356,0.25044241577052123,-0.001817672392585623,6.6930278250918604,-0.19302782509186045
900,2,6,0.016435890410958904,VEV_5500,5500,5261.0,6.5,-0.04442696948975502,0.2498427073837353,0.26341469629711317,-0.01357198891337788,7.9998403047641204,-1.4998403047641204
1000,2,6,0.016435616438356164,VEV_5500,5500,5262.5,6.5,-0.04414189322992546,0.24862888777970754,0.2504465904718761,-0.0018177026921685768,6.6930278251023765,-0.19302782510237648
1100,2,6,0.016435342465753424,VEV_5500,5500,5263.5,6.5,-0.04395188752918283,0.24781989706634014,0.2498144335246272,-0.001994536458287066,6.71239471619765,-0.21239471619765027
1200,2,6,0.016435068493150684,VEV_5500,5500,5262.5,6.5,-0.04414189322992546,0.24863303238874043,0.2592147173040791,-0.010581684915338646,7.660709017458032,-1.1607090174580321
1300,2,6,0.016434794520547948,VEV_5500,5500,5262.0,6.5,-0.044236909620324213,0.24904050620138235,0.25993680073134207,-0.010896294529959716,7.695279801654237,-1.1952798016542374
1400,2,6,0.016434520547945204,VEV_5500,5500,5264.0,6.5,-0.04385689821540915,0.24742041477206841,0.2581327122988829,-0.01071229752681449,7.679352798012815,-1.1793527980128147
1500,2,6,0.016434246575342464,VEV_5500,5500,5264.5,6.5,-0.04376191792374831,0.24701670242410484,0.24937167516485725,-0.0023549727407524146,6.7516448271170475,-0.2516448271170475
1600,2,6,0.016433972602739728,VEV_5500,5500,5264.5,6.5,-0.04376191792374831,0.24701876143706775,0.24937375380473598,-0.0023549923676682294,6.751644826787242,-0.251644826787242
1700,2,6,0.016433698630136988,VEV_5500,5500,5266.0,6.5,-0.04347703116430758,0.24580291968912407,0.2579368358739582,-0.012133916184834143,7.848449190895224,-1.3484491908952236
1800,2,6,0.016433424657534244,VEV_5500,5500,5265.5,6.5,-0.04357198439991036,0.2462110320706524,0.24868564130793067,-0.002474609237278269,6.7651050329161535,-0.2651050329161535
1900,2,6,0.016433150684931508,VEV_5500,5500,5266.5,6.5,-0.043382086943965614,0.24540085729211417,0.25800214795433624,-0.01260129066222207,7.904218508176484,-1.4042185081764842
