day,timestamp,iv_range,iv_mean
1,4500,0.3426766005345395,0.2969225299796195
1,9600,0.34611168307925766,0.2981950086520893
1,11800,0.34901336590529053,0.29915462808386195
1,14800,0.3497962146794653,0.3006936659481282
1,16700,0.3499397618143628,0.3015431963963835
1,38500,0.3561234016906113,0.30119560644962967
1,40400,0.35163475907742286,0.3005318553264219
1,43400,0.3541040601125954,0.3001696685883519
1,50700,0.3459247724482687,0.29983193807324793
1,52800,0.3476937612569594,0.2975809675374993
1,74100,0.3532154772474361,0.3007919541508275
1,85300,0.35610383537750245,0.29991576996897645
1,86100,0.3537491518279233,0.2995423838629133
1,89800,0.35162738927325277,0.2979948031270524
1,120300,0.3553266484910279,0.2953392305423854
1,127200,0.355955672716593,0.2935221012205907
1,135900,0.34962326721589676,0.29536494917945855
1,145500,0.351580973451627,0.2954581660081774
1,150600,0.3471725343947817,0.29537959708030403
1,153000,0.3573044654974997,0.29569954138422994
1,170400,0.35255099528189615,0.2982109066517619
1,170500,0.35371704984121,0.2983883370883872
1,172500,0.3526052369440318,0.29848333321158604
1,190100,0.3601216842606856,0.2994844386133575
1,195600,0.3638250980260449,0.29953480533377685
1,235300,0.3589200593376535,0.30030951924519333
1,252500,0.3586100982166357,0.2969876912534499
1,304000,0.3671084244287459,0.2949545763466072
1,310100,0.3645168848741039,0.29522252669763416
1,322000,0.36638449725577404,0.29892297031521275
1,322600,0.37288970797508203,0.2977419038053473
1,350300,0.3672017416298664,0.30064010290434107
1,376600,0.3679332997162899,0.3007933398907545
1,377900,0.3725467794229873,0.29934741159762046
1,399700,0.37563607451757886,0.30179749876466255
1,410400,0.3756067224029691,0.30158796088733364
1,428000,0.3859373762786051,0.3014912255997243
1,437100,0.3850200705210285,0.3012800714190329
1,455700,0.38354580512655057,0.2979834996922167
1,460400,0.38024418182000863,0.29866325804934213
1,476500,0.37384516564513837,0.2988797038983779
1,489700,0.3794477517337474,0.30140026197940256
1,502700,0.37496468595491794,0.2997318171097528
1,519500,0.372796580563031,0.29882310711444615
1,524000,0.3806108064422853,0.29749139181414946
1,547600,0.37591145431309725,0.30540641562971826
1,548400,0.377289445318417,0.302879052145981
1,553100,0.38693289519975893,0.3019656493426869
1,564300,0.38424373067174983,0.30326616304295245
1,567200,0.3716200130183561,0.3080365695634688
1,568900,0.38753318199903347,0.3007490854834636
1,574800,0.38334749981442856,0.3028707954900236
1,575800,0.3778558068474608,0.30717092827147824
1,588200,0.38220906328695625,0.3010636585079509
1,604600,0.38909555515195104,0.3041695230624074
1,617900,0.38342641310247383,0.30370455366552795
1,618300,0.38465199869764644,0.30342993392732365
1,624400,0.38455882710840367,0.3041697949389681
1,631700,0.394537874034676,0.30367572506165585
1,636100,0.39096607320320564,0.3059003476411904
1,642100,0.39179828581299825,0.30725206013766754
1,654200,0.3959208982880854,0.3085634247826792
1,674000,0.3921361342294346,0.3061234712543998
1,684000,0.3915344271985033,0.3044773540212606
1,701200,0.38908792149635185,0.3024470314231054
1,703200,0.3874869511836587,0.3013232857508011
1,710500,0.3897195902090907,0.3000844764158264
1,715000,0.39869329638302753,0.295526602381314
1,720500,0.4021399909797535,0.29656947633187997
1,725000,0.3892612261829419,0.29837501430179175
1,735100,0.3862959908432646,0.29676124481302096
1,741900,0.38036090574908954,0.30050757631431907
1,746300,0.4102943128357534,0.2933251082928253
1,754200,0.39694522250749176,0.29846454247977616
1,760000,0.39250505433507327,0.2965164746372521
1,785800,0.3942826908013022,0.3015232012924741
1,798100,0.39352098505557426,0.3007877076178195
1,800400,0.4005185690570281,0.3001484119171878
1,801800,0.38625865706967344,0.3030472076519344
1,807800,0.39251063722158974,0.30247667022309477
1,812600,0.3946233523466778,0.3046187919217186
1,813000,0.39890260622443086,0.3039637794213572
1,824800,0.400151454972181,0.2998707805149598
1,851200,0.39997063507740394,0.29974964005313093
1,865400,0.39741241553272194,0.3021014645653107
1,868800,0.39505036147775074,0.30235199528044293
1,901100,0.38518409993950675,0.3051147762895056
1,921000,0.4053619372319375,0.2993769893695155
1,928400,0.374986347805584,0.3109652187403399
1,937300,0.4033708633455235,0.3019353241959915
1,943100,0.4087215018473275,0.3042335002799721
1,948500,0.40539155180641223,0.3037841215889847
1,950300,0.4112308283852522,0.3011371623775211
1,988100,0.41252222416789563,0.30217466868931053
1,990300,0.4068637585539253,0.3011587079421784
2,13100,0.4123642699650468,0.3002408011235268
2,20900,0.4076219654768042,0.30081442926126467
2,23500,0.40168261300063735,0.30268435160652807
2,29500,0.4123727050016483,0.30029680730470854
2,41900,0.4073802573676144,0.304027325220694
2,42900,0.4144165673760229,0.3029853494359366
2,45100,0.40930789392060063,0.30344370454383224
2,52900,0.3944399635658482,0.3133255647480779
2,75200,0.4132338005565678,0.30330710360655416
2,79300,0.400403059157014,0.30588022150623995
2,102600,0.40321520369883757,0.30317064572234176
2,105500,0.4001118469483103,0.3056235181014702
2,129700,0.39357710420506037,0.3098439235619565
2,169000,0.43083810977873116,0.29977371592956326
2,171800,0.41061383102426285,0.3026778067553716
2,189100,0.41318811661704324,0.305814936485795
2,204400,0.4253542879740438,0.3034324198693304
2,225500,0.41818293827694175,0.30314962237314336
2,239400,0.42550802613837163,0.3042709632086515
2,253000,0.4191833983597142,0.3037396903024394
2,268900,0.3933283263813875,0.31664732091711006
2,272000,0.42598368825254873,0.3013292520515806
2,275200,0.3910550901378905,0.31701672503831774
2,287100,0.41019316144372286,0.3044541837839593
2,287600,0.3981331898230917,0.3158525614072758
2,289300,0.39576829345829045,0.31806245120019844
2,294600,0.43939072722240785,0.30217651532793993
2,316700,0.4123999682436064,0.30413012820529634
2,317500,0.40196724116481575,0.31610653097096003
2,320800,0.43328040954315505,0.3022035959937461
2,321600,0.43769359704256083,0.3023184274309071
2,341400,0.41901520754728294,0.30551541004835925
2,347800,0.42555747939285854,0.30433293219485735
2,350700,0.4279640176085571,0.305524818355423
2,358500,0.42826054339099895,0.30573604212826666
2,362600,0.415373678739569,0.3071972301895506
2,365600,0.43371422305133234,0.3046087661804071
2,373800,0.42942847213165286,0.30716582832709094
2,376300,0.43874896780653316,0.3050473271285074
2,389000,0.4247904917280751,0.3118971760304453
2,390300,0.4242179860563655,0.3112308529517351
2,398200,0.43137523732491023,0.3114738996539237
2,410200,0.4308265534590214,0.3117098918179301
2,414900,0.42637433997190133,0.3151348169087148
2,415500,0.4310322364450755,0.31231033538479114
2,423800,0.42764905001500164,0.31460563664467794
2,433100,0.4264803282034215,0.31298823641654067
2,443600,0.4287618794687812,0.31333072757528135
2,456200,0.4292519915769093,0.3136870100072533
2,461200,0.4319547895768223,0.3121038285593263
2,483400,0.42893007606892175,0.3110654428763219
2,495700,0.42452127564315345,0.3125434524523398
2,501900,0.4345866747449063,0.31122972988960285
2,508800,0.4338345927595927,0.31107943288274914
2,519600,0.42850394739793535,0.31144778347296326
2,548600,0.4322656278326177,0.31156379559055397
2,554600,0.4360782380304264,0.3114774691959713
2,555700,0.4281835882393001,0.3129484308689453
2,566700,0.43565102915424536,0.3138446376533098
2,575100,0.4415652151052649,0.3127774995474494
2,587100,0.44642988431402014,0.3164388362604996
2,588500,0.44314115100296436,0.31745745049614704
2,593000,0.442546258107887,0.3169216318505729
2,604100,0.43030716946230757,0.31393497962758876
2,622600,0.4396960762889499,0.31393096137392795
2,642400,0.43840838798946313,0.31403239925627935
2,644500,0.4353741970606793,0.3126446578491681
2,666500,0.43623469693075967,0.3118027133588235
2,688600,0.42158729551265867,0.3209510658752745
2,691100,0.42170160096722153,0.3219954880847231
2,695800,0.43051257328972836,0.31913581948483344
2,711900,0.4673120302244089,0.30813159544300905
2,726600,0.449794815827982,0.31655445577239083
2,733200,0.4585820195513839,0.31492033838038647
2,748500,0.45587336329102474,0.31873759805793644
2,763500,0.4508034795066497,0.3187922507362081
2,764000,0.4637409309979525,0.31555556347088975
2,779200,0.4551440584903682,0.3135095271659826
2,793900,0.43754169030067824,0.3199319501865468
2,808800,0.46994565631514984,0.3090814516991453
2,825900,0.47476761593038086,0.3094097406308154
2,826400,0.4759464893762213,0.310349888877495
2,836300,0.4752467587847465,0.3109747953479949
2,872600,0.4668500318201817,0.3134452876625102
2,876500,0.45819243904071727,0.3163261434399748
2,898600,0.42607853064850243,0.32443861997575807
2,910900,0.4309469562691548,0.323735273799813
2,924200,0.4248506893730354,0.32462685351634735
2,934900,0.42906349337137956,0.3249495930593949
2,948000,0.43399166805296263,0.32471694529392003
2,948500,0.4354718663791557,0.32581299737600256
2,972800,0.4363929755510988,0.32672699568754077
2,977300,0.43658864686384263,0.3268732418700946
2,977500,0.4365973484694116,0.3268797462123235
2,993800,0.43997057792241834,0.3243345346067274
3,32900,0.43977325021148866,0.32903831161513314
