name,role,symbol,k,spread_regime,session_q,burst,tape_day,n,mean,median,t_stat,frac_pos
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,1,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,2,0,1,3.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,2,0,2,4.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,3,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,3,0,2,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,0,1,17.0,0.23529411764705882,0.0,0.4686664268413299,0.4117647058823529
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,0,2,25.0,-0.72,-0.5,-1.5465702123461433,0.32
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,0,3,21.0,-0.6904761904761905,-1.0,-1.4350106730382162,0.2857142857142857
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,1,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,0,1,24.0,1.1875,1.0,2.537340674734868,0.6666666666666666
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,0,2,21.0,0.047619047619047616,0.0,0.10983044284767225,0.47619047619047616
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,0,3,21.0,0.23809523809523808,0.0,0.4495574038285943,0.47619047619047616
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,2,0,1,13.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,2,0,2,18.0,-0.5,-0.5,-1.2757976228493626,0.3333333333333333
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,2,0,3,19.0,1.0263157894736843,0.0,2.1881585352633754,0.47368421052631576
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,3,0,1,15.0,0.5,0.5,0.8952802452624832,0.6
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,3,0,2,22.0,0.4772727272727273,0.25,1.0920894509898433,0.5
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,3,0,3,32.0,0.578125,1.25,1.2518902580551445,0.59375
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,1,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,2,0,1,3.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,2,0,2,4.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,3,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,3,0,2,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,0,1,17.0,-0.058823529411764705,1.0,-0.056827699456978825,0.5294117647058824
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,0,2,25.0,-0.98,-1.0,-1.5114532612653075,0.32
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,0,3,21.0,-2.0952380952380953,-1.5,-1.7510920878974274,0.3333333333333333
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,1,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,0,1,24.0,0.5833333333333334,0.0,0.6066795624079494,0.4166666666666667
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,0,2,21.0,-1.5714285714285714,-2.0,-2.1956131561534478,0.2857142857142857
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,0,3,21.0,0.5476190476190477,1.0,0.6123000982747524,0.5238095238095238
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,2,0,1,13.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,2,0,2,18.0,-2.361111111111111,-2.0,-3.127522474811833,0.16666666666666666
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,2,0,3,19.0,1.8157894736842106,1.0,1.8275696738498761,0.6842105263157895
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,3,0,1,15.0,1.0333333333333334,0.5,1.1738478971751756,0.5333333333333333
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,3,0,2,22.0,1.0681818181818181,1.5,1.3561006303820147,0.5909090909090909
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,3,0,3,32.0,0.59375,0.0,0.6660948531610225,0.5
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,1,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,2,0,1,3.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,2,0,2,4.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,3,0,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,3,0,2,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,0,1,17.0,0.5,-0.5,0.247677529810673,0.47058823529411764
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,0,2,25.0,-1.16,0.0,-0.7716603580782566,0.48
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,0,3,21.0,-4.238095238095238,-6.0,-2.4971053067527356,0.3333333333333333
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,1,1,1.0,,,,
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,0,1,24.0,1.7083333333333333,-0.5,1.050082059964057,0.4583333333333333
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,0,2,21.0,-2.642857142857143,-2.5,-1.8971448828466582,0.38095238095238093
