cross_target,name,role,symbol,k,spread_regime,burst,n_days_nonzero,n,mean,median,t_stat,frac_pos
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,2,11,0.2727272727272727,0.0,0.18935832092934096,0.36363636363636365
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,3,248,-0.04435483870967742,0.0,-0.16574136277010498,0.4717741935483871
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,2,11,1.3181818181818181,-2.0,0.5533907766542248,0.45454545454545453
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,3,248,-1.0080645161290323,-1.0,-1.861907243828584,0.4475806451612903
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,2,11,-4.136363636363637,-6.0,-1.3589963052451002,0.36363636363636365
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,3,248,-1.032258064516129,-1.25,-0.832669466951083,0.45161290322580644
HYDROGEL_PACK,Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5200,5,wide,1,1,11,-1.7727272727272727,-1.5,-1.775296710023419,0.36363636363636365
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5200,20,wide,1,1,11,-1.9545454545454546,-2.0,-0.7046908108944063,0.36363636363636365
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5200,100,wide,1,1,11,-4.5,-4.5,-0.7889661046722114,0.2727272727272727
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,5,tight,1,2,24,0.6458333333333334,0.0,0.9861762877518635,0.4583333333333333
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,5,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,5,wide,1,3,107,-0.822429906542056,-1.0,-1.7698568318601557,0.3925233644859813
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,20,tight,1,2,24,-1.0416666666666667,-1.0,-0.6076849198394615,0.4166666666666667
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,20,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,20,wide,1,3,107,-0.22897196261682243,-0.5,-0.29170664599684437,0.4672897196261682
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,100,tight,1,2,24,-6.333333333333333,-6.25,-1.4970560669310022,0.375
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,100,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5300,100,wide,1,3,106,-0.12735849056603774,0.0,-0.07644370242016615,0.4811320754716981
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,5,wide,0,1,4,-2.0,-1.5,-0.8798826901281198,0.25
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,5,wide,1,3,259,-0.12548262548262548,0.0,-0.45927481391495045,0.416988416988417
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,20,wide,0,1,4,-3.75,-3.0,-1.44560827395728,0.25
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,20,wide,1,3,259,-0.25096525096525096,0.0,-0.4704232391256241,0.4594594594594595
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,100,wide,0,1,3,-8.0,-12.0,-1.109400392450458,0.3333333333333333
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5400,100,wide,1,3,257,-0.3540856031128405,-1.0,-0.3028860521670863,0.4669260700389105
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,5,wide,0,3,18,-1.4166666666666667,-0.5,-1.0982878445748538,0.5
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,5,wide,1,3,281,-0.05871886120996441,0.0,-0.22754848498138727,0.42704626334519574
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,20,wide,0,3,18,-2.75,-5.0,-1.2222222222222219,0.3888888888888889
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,20,wide,1,3,281,-0.20284697508896798,0.0,-0.3992956081377078,0.4626334519572954
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,100,wide,0,3,18,1.8888888888888888,5.5,0.45415571387064635,0.6111111111111112
HYDROGEL_PACK,Mark 01,buyer_any,VEV_5500,100,wide,1,3,279,-0.09498207885304659,0.0,-0.08502200334475131,0.48028673835125446
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,5,wide,0,3,25,-1.34,-1.0,-1.3624848677392305,0.44
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,5,wide,1,3,292,-0.04280821917808219,0.0,-0.16861841983654596,0.4315068493150685
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,20,wide,0,3,25,-3.78,-6.0,-2.0855456770750647,0.32
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,20,wide,1,3,292,-0.2191780821917808,0.0,-0.44107443344363884,0.4623287671232877
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,100,wide,0,3,24,-1.4583333333333333,3.0,-0.411898577633922,0.5416666666666666
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6000,100,wide,1,3,290,-0.07413793103448275,0.0,-0.0678940018358721,0.4793103448275862
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,5,wide,0,3,25,-1.34,-1.0,-1.3624848677392305,0.44
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,5,wide,1,3,292,-0.04280821917808219,0.0,-0.16861841983654596,0.4315068493150685
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,20,wide,0,3,25,-3.78,-6.0,-2.0855456770750647,0.32
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,20,wide,1,3,292,-0.2191780821917808,0.0,-0.44107443344363884,0.4623287671232877
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,100,wide,0,3,24,-1.4583333333333333,3.0,-0.411898577633922,0.5416666666666666
HYDROGEL_PACK,Mark 01,buyer_any,VEV_6500,100,wide,1,3,290,-0.07413793103448275,0.0,-0.0678940018358721,0.4793103448275862
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,7,0.14285714285714285,0.0,0.07588252361140421,0.42857142857142855
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,3,234,0.02564102564102564,0.0,0.09517420594270797,0.46153846153846156
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,2,3,-0.8333333333333334,-1.0,-5.000000000000001,0.0
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,7,0.35714285714285715,2.5,0.09330458612642183,0.5714285714285714
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,3,234,-0.027777777777777776,0.0,-0.051849678482642665,0.48717948717948717
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,2,3,-4.833333333333333,-7.0,-1.2828844700910456,0.3333333333333333
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,3,7,-3.4285714285714284,-9.0,-0.4819315973414993,0.42857142857142855
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,3,234,-1.264957264957265,-2.5,-1.0686202114017265,0.4358974358974359
HYDROGEL_PACK,Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,2,3,-2.5,4.5,-0.25307671242933294,0.6666666666666666
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,5,tight,0,3,13,0.34615384615384615,1.5,0.23136578066569524,0.5384615384615384
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,5,wide,0,3,474,0.043248945147679324,0.0,0.208110195930869,0.46624472573839665
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,5,wide,1,3,9,1.1666666666666667,0.0,1.3728129459672884,0.4444444444444444
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,20,tight,0,3,13,4.076923076923077,4.5,1.7507711443506484,0.6923076923076923
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,20,wide,0,3,474,0.1940928270042194,0.75,0.4854904739975976,0.5021097046413502
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,20,wide,1,3,9,-3.2222222222222223,-4.0,-1.3721326488923835,0.3333333333333333
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,100,tight,0,3,13,7.153846153846154,0.5,1.1952170934430042,0.6153846153846154
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,100,wide,0,3,472,0.8040254237288136,0.0,0.9665057200295974,0.4915254237288136
HYDROGEL_PACK,Mark 14,buyer_any,HYDROGEL_PACK,100,wide,1,3,9,-3.5,-4.0,-0.8582158509163599,0.3333333333333333
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,3,14,0.9285714285714286,1.25,0.7916059914099012,0.5
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,3,298,-0.0050335570469798654,0.0,-0.02010858463507837,0.44966442953020136
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,2,4,4.75,6.0,2.9673014758835152,0.75
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,3,14,3.0357142857142856,3.0,2.009791967073672,0.6428571428571429
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,3,298,0.27181208053691275,1.0,0.5569746551621633,0.5100671140939598
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,2,4,9.375,11.0,1.9349872678256665,0.75
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,3,14,0.8214285714285714,-4.5,0.18235908107680507,0.35714285714285715
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,3,293,0.5665529010238908,0.0,0.5393542009054652,0.4948805460750853
HYDROGEL_PACK,Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,2,4,22.25,19.0,2.523701637364411,1.0
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,5,tight,0,3,27,0.6481481481481481,0.0,0.7999005522984962,0.48148148148148145
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,5,wide,0,3,204,-0.09068627450980392,0.0,-0.30340931074331373,0.4411764705882353
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,20,tight,0,3,27,-0.6481481481481481,-1.0,-0.4919790111556566,0.4074074074074074
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,20,wide,0,3,204,0.5171568627450981,0.0,0.8927496957094965,0.4852941176470588
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,100,tight,0,3,27,0.2222222222222222,-4.0,0.07853479730272377,0.4074074074074074
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_4000,100,wide,0,3,203,1.2167487684729064,1.0,0.9660236073333198,0.5172413793103449
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5200,5,wide,1,3,33,-0.7424242424242424,0.0,-0.9411988516401008,0.42424242424242425
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5200,20,wide,1,3,33,0.7575757575757576,1.0,0.49899056512569245,0.5454545454545454
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5200,100,wide,1,3,33,-4.136363636363637,-1.0,-1.0642941216903172,0.45454545454545453
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,5,tight,1,2,12,0.5416666666666666,0.0,0.48052366582403283,0.5
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,5,wide,1,3,18,0.1111111111111111,1.0,0.10452487680674534,0.5555555555555556
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,20,tight,1,2,12,0.9583333333333334,0.5,0.4947666892751459,0.5
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,20,wide,1,3,18,0.8055555555555556,1.5,0.34912939143467175,0.5555555555555556
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,100,tight,1,2,12,6.25,7.5,0.9775094219032671,0.5833333333333334
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5300,100,wide,1,3,18,9.333333333333334,9.5,1.922781157240932,0.7222222222222222
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,5,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,5,wide,1,3,12,0.6666666666666666,1.25,0.6987208443347783,0.5833333333333334
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,20,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,20,wide,1,3,12,-1.9166666666666667,-2.75,-0.9662190930598287,0.3333333333333333
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,100,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5400,100,wide,1,3,12,1.0416666666666667,3.5,0.229105500481038,0.5833333333333334
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,5,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,5,wide,1,3,6,0.5,-0.5,0.1903467469067202,0.5
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,20,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,20,wide,1,3,6,2.0,0.0,0.5608456449716065,0.5
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,100,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 14,buyer_any,VEV_5500,100,wide,1,3,6,6.083333333333333,1.5,0.7520020889571748,0.5
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,5,tight,0,3,21,-1.7380952380952381,-1.5,-1.875250192273417,0.23809523809523808
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,5,wide,0,3,479,-0.07620041753653445,0.0,-0.39920113141990116,0.46764091858037576
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,5,wide,1,3,7,-2.0,-2.0,-1.4142135623730951,0.14285714285714285
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,20,tight,0,3,21,-1.380952380952381,-1.5,-0.8437937005025509,0.42857142857142855
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,20,wide,0,3,479,-0.31106471816283926,0.0,-0.7899767311431537,0.4968684759916493
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,20,wide,1,3,7,-0.14285714285714285,-1.0,-0.03770677588799258,0.42857142857142855
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,100,tight,0,3,21,3.0476190476190474,2.5,1.072962715995637,0.5238095238095238
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,3,477,-0.5932914046121593,0.0,-0.7001238154012456,0.4863731656184486
HYDROGEL_PACK,Mark 14,seller_any,HYDROGEL_PACK,100,wide,1,3,7,-4.428571428571429,-3.0,-0.5772835273514525,0.2857142857142857
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,11,2.0,2.0,1.4758786609278483,0.6363636363636364
