timestamp,day,dte,t_years,voucher,K,S,mid,log_S_over_K,iv,iv_fit,iv_res,theoretical_mid,price_dev
0,2,6,0.01643835616438356,VEV_5000,5000,5267.5,270.0,0.05211795426210677,0.23277975501655437,0.24080087039560175,-0.008021115379047372,270.4823505880686,-0.48235058806858433
100,2,6,0.016438082191780824,VEV_5000,5000,5265.5,268.5,0.05173819540441437,0.2396786089362479,0.24501638038669288,-0.005337771450444978,268.85016282639845,-0.35016282639844576
200,2,6,0.01643780821917808,VEV_5000,5000,5265.5,269.0,0.05173819540441437,0.2472083797972132,0.263953114683009,-0.016744734885795837,270.26302115557974,-1.263021155579736
300,2,6,0.016437534246575344,VEV_5000,5000,5266.5,269.0,0.051928092860359105,0.23210091538408598,0.24006671643169086,-0.007965801047604887,269.47986559579203,-0.4798655957920346
400,2,6,0.016437260273972604,VEV_5000,5000,5264.5,268.0,0.051548261880576554,0.24649511691788473,0.26398141295039923,-0.017486296032514503,269.3264077865815,-1.3264077865815125
500,2,6,0.016436986301369864,VEV_5000,5000,5263.5,266.0,0.05135829227514204,0.23004787460739892,0.23863172989944065,-0.008583855292041725,266.5224301135104,-0.5224301135103815
600,2,6,0.016436712328767124,VEV_5000,5000,5262.0,266.5,0.05107327018400062,0.2580852805869138,0.29011869899790316,-0.032033418410989334,269.4193119226529,-2.9193119226529234
700,2,6,0.016436438356164384,VEV_5000,5000,5262.5,265.5,0.051168286574399424,0.23758165144573018,0.2432582590369462,-0.005676607591216021,265.8754082320165,-0.3754082320165253
800,2,6,0.016436164383561644,VEV_5000,5000,5262.5,266.0,0.051168286574399424,0.2450669332111702,0.2637311429373408,-0.018664209726170583,267.4296928843378,-1.4296928843377827
900,2,6,0.016435890410958904,VEV_5000,5000,5261.0,266.0,0.05088321031456982,0.26343785326252117,0.2810977253120122,-0.017659872049491043,267.6001596821661,-1.6001596821661224
1000,2,6,0.016435616438356164,VEV_5000,5000,5262.5,266.0,0.051168286574399424,0.2450710183073036,0.2637355391525413,-0.018664520845237675,267.42969288434415,-1.4296928843441492
1100,2,6,0.016435342465753424,VEV_5000,5000,5263.5,267.0,0.05135829227514204,0.24579154465221645,0.26356538443821653,-0.017773839786000084,268.35280879802576,-1.3528087980257624
1200,2,6,0.016435068493150684,VEV_5000,5000,5262.5,265.5,0.051168286574399424,0.23759155245515134,0.24208913027335763,-0.004497577818206283,265.79541497067567,-0.29541497067566524
1300,2,6,0.016434794520547948,VEV_5000,5000,5262.0,265.0,0.05107327018400062,0.2372415780154348,0.2431840916045548,-0.005942513589119985,265.39397995357376,-0.39397995357376203
1400,2,6,0.016434520547945204,VEV_5000,5000,5264.0,267.0,0.05145328158891566,0.23865061937962392,0.24337391574310716,-0.0047232963634832315,267.3096809148956,-0.3096809148955799
1500,2,6,0.016434246575342464,VEV_5000,5000,5264.5,268.0,0.051548261880576554,0.24651771691945185,0.2634824075972018,-0.016964690677749972,269.2834717791493,-1.283471779149295
1600,2,6,0.016433972602739728,VEV_5000,5000,5264.5,268.0,0.051548261880576554,0.24651977177330733,0.2634846038641739,-0.01696483209086655,269.283471779454,-1.2834717794539756
1700,2,6,0.016433698630136988,VEV_5000,5000,5266.0,269.0,0.0518331486400172,0.2400616476713114,0.24572840138047333,-0.00566675370916192,269.3720102821362,-0.3720102821362161
1800,2,6,0.016433424657534244,VEV_5000,5000,5265.5,268.5,0.05173819540441437,0.2397125711369154,0.26269812153234706,-0.022985550395431653,270.1584212112475,-1.6584212112475143
1900,2,6,0.016433150684931508,VEV_5000,5000,5266.5,269.0,0.051928092860359105,0.23213186991165635,0.24009873334696574,-0.00796686343530939,269.4798655967643,-0.4798655967642844
2000,2,6,0.016432876712328768,VEV_5000,5000,5268.5,271.0,0.052307779623344944,0.23350283788354703,0.240306326811346,-0.006803488927798973,271.4051045446122,-0.40510454461218615
2100,2,6,0.016432602739726025,VEV_5000,5000,5269.5,272.0,0.052497568957754044,0.2341885886619123,0.24103930412348784,-0.006850715461575535,272.4071771155286,-0.40717711552861147
2200,2,6,0.016432328767123288,VEV_5000,5000,5268.5,271.0,0.052307779623344944,0.23350673099255456,0.24031033335354476,-0.006803602360990202,271.40510454467767,-0.40510454467766976
2300,2,6,0.016432054794520548,VEV_5000,5000,5269.0,272.0,0.05240267879304842,0.24217757524010014,0.2467396326829422,-0.004562057442842049,272.29578165954354,-0.2957816595435361
2400,2,6,0.016431780821917808,VEV_5000,5000,5270.5,273.0,0.05268732227900649,0.23487779080706897,0.2420091353010822,-0.007131344494013231,273.4236992993074,-0.4236992993073727
