day;timestamp;mid_price;profit_and_loss;buy_price;true_fv
1;0;10007.0;0.0;10016.0;10016.0
1;100;10008.0;-7.923828125;10016.0;10008.076171875
1;200;10008.0;-7.5126953125;10016.0;10008.4873046875
1;300;10008.0;-7.9072265625;10016.0;10008.0927734375
1;400;10013.0;-7.8330078125;10016.0;10008.1669921875
1;500;10008.5;-7.4990234375;10016.0;10008.5009765625
1;600;10000.0;-7.556640625;10016.0;10008.443359375
1;700;10008.0;-7.5625;10016.0;10008.4375
1;800;10009.0;-7.3447265625;10016.0;10008.6552734375
1;900;10009.0;-7.3798828125;10016.0;10008.6201171875
1;1000;10009.0;-7.0283203125;10016.0;10008.9716796875
1;1100;10010.0;-7.1845703125;10016.0;10008.8154296875
1;1200;10007.5;-7.076171875;10016.0;10008.923828125
1;1300;10010.5;-6.7578125;10016.0;10009.2421875
1;1400;10001.0;-6.7978515625;10016.0;10009.2021484375
1;1500;10010.5;-6.9501953125;10016.0;10009.0498046875
1;1600;10008.0;-6.662109375;10016.0;10009.337890625
1;1700;10010.5;-6.505859375;10016.0;10009.494140625
1;1800;10005.0;-6.54296875;10016.0;10009.45703125
1;1900;10011.0;-6.3095703125;10016.0;10009.6904296875
1;2000;10010.0;-5.7529296875;10016.0;10010.2470703125
1;2100;10009.5;-5.4248046875;10016.0;10010.5751953125
1;2200;10012.0;-5.203125;10016.0;10010.796875
1;2300;10011.0;-5.197265625;10016.0;10010.802734375
1;2400;10010.0;-5.5439453125;10016.0;10010.4560546875
1;2500;10010.0;-5.6337890625;10016.0;10010.3662109375
1;2600;10010.0;-6.2529296875;10016.0;10009.7470703125
1;2700;10008.5;-6.4580078125;10016.0;10009.5419921875
1;2800;10010.0;-6.1376953125;10016.0;10009.8623046875
1;2900;10010.5;-6.6279296875;10016.0;10009.3720703125
1;3000;10010.0;-6.3759765625;10016.0;10009.6240234375
1;3100;10009.0;-6.7783203125;10016.0;10009.2216796875
1;3200;10009.0;-6.703125;10016.0;10009.296875
1;3300;10008.0;-6.837890625;10016.0;10009.162109375
1;3400;10009.0;-6.5712890625;10016.0;10009.4287109375
1;3500;10009.0;-6.6923828125;10016.0;10009.3076171875
1;3600;10007.5;-7.19140625;10016.0;10008.80859375
1;3700;10008.0;-7.7578125;10016.0;10008.2421875
1;3800;10011.5;-7.267578125;10016.0;10008.732421875
1;3900;10010.0;-7.4794921875;10016.0;10008.5205078125
1;4000;10008.5;-7.734375;10016.0;10008.265625
1;4100;10008.0;-7.6611328125;10016.0;10008.3388671875
1;4200;10009.0;-7.1103515625;10016.0;10008.8896484375
1;4300;10009.0;-6.6845703125;10016.0;10009.3154296875
1;4400;10010.5;-6.8876953125;10016.0;10009.1123046875
1;4500;10010.0;-6.4150390625;10016.0;10009.5849609375
1;4600;10008.5;-6.2724609375;10016.0;10009.7275390625
1;4700;10009.0;-6.79296875;10016.0;10009.20703125
1;4800;10009.0;-7.0859375;10016.0;10008.9140625
1;4900;10008.0;-6.8154296875;10016.0;10009.1845703125
1;5000;10010.5;-6.9384765625;10016.0;10009.0615234375
1;5100;10007.5;-7.1591796875;10016.0;10008.8408203125
1;5200;10009.0;-7.1162109375;10016.0;10008.8837890625
1;5300;10008.0;-6.8388671875;10016.0;10009.1611328125
1;5400;10009.0;-6.84765625;10016.0;10009.15234375
1;5500;10009.5;-6.712890625;10016.0;10009.287109375
1;5600;10007.5;-7.1962890625;10016.0;10008.8037109375
1;5700;10009.0;-7.1806640625;10016.0;10008.8193359375
1;5800;10010.5;-6.7392578125;10016.0;10009.2607421875
1;5900;10002.0;-6.42578125;10016.0;10009.57421875
1;6000;10010.5;-6.5712890625;10016.0;10009.4287109375
1;6100;10009.0;-6.8623046875;10016.0;10009.1376953125
1;6200;10009.0;-7.2138671875;10016.0;10008.7861328125
1;6300;10010.0;-7.1435546875;10016.0;10008.8564453125
1;6400;10009.0;-7.021484375;10016.0;10008.978515625
1;6500;10009.0;-6.89453125;10016.0;10009.10546875
1;6600;10007.5;-7.1796875;10016.0;10008.8203125
1;6700;10009.0;-7.29296875;10016.0;10008.70703125
1;6800;10007.5;-7.025390625;10016.0;10008.974609375
1;6900;10011.5;-7.4033203125;10016.0;10008.5966796875
1;7000;10009.0;-7.3154296875;10016.0;10008.6845703125
1;7100;10008.0;-7.6728515625;10016.0;10008.3271484375
1;7200;10006.0;-7.1142578125;10016.0;10008.8857421875
1;7300;10009.0;-7.1904296875;10016.0;10008.8095703125
1;7400;10017.0;-7.3056640625;10016.0;10008.6943359375
1;7500;10009.0;-7.17578125;10016.0;10008.82421875
1;7600;10004.0;-6.82421875;10016.0;10009.17578125
1;7700;10010.0;-7.2314453125;10016.0;10008.7685546875
1;7800;10008.0;-7.5146484375;10016.0;10008.4853515625
1;7900;10008.0;-7.7431640625;10016.0;10008.2568359375
1;8000;10009.0;-8.3125;10016.0;10007.6875
1;8100;10008.0;-7.8828125;10016.0;10008.1171875
1;8200;10008.0;-8.3408203125;10016.0;10007.6591796875
1;8300;10008.0;-7.6953125;10016.0;10008.3046875
1;8400;10009.0;-6.8935546875;10016.0;10009.1064453125
1;8500;10010.0;-7.349609375;10016.0;10008.650390625
1;8600;10009.0;-7.1767578125;10016.0;10008.8232421875
1;8700;10007.5;-7.4423828125;10016.0;10008.5576171875
1;8800;10008.5;-7.548828125;10016.0;10008.451171875
1;8900;10005.5;-7.3740234375;10016.0;10008.6259765625
1;9000;10017.0;-7.302734375;10016.0;10008.697265625
1;9100;10011.0;-7.552734375;10016.0;10008.447265625
1;9200;10008.0;-7.7666015625;10016.0;10008.2333984375
1;9300;10008.0;-7.8330078125;10016.0;10008.1669921875
1;9400;10003.0;-7.9814453125;10016.0;10008.0185546875
1;9500;10007.0;-8.537109375;10016.0;10007.462890625
1;9600;10015.0;-8.5830078125;10016.0;10007.4169921875
1;9700;10008.5;-8.833984375;10016.0;10007.166015625
1;9800;10008.5;-8.703125;10016.0;10007.296875
1;9900;10007.0;-9.20703125;10016.0;10006.79296875
1;10000;10007.0;-8.935546875;10016.0;10007.064453125
1;10100;10007.0;-9.2109375;10016.0;10006.7890625
1;10200;10007.0;-8.7353515625;10016.0;10007.2646484375
1;10300;10008.0;-8.359375;10016.0;10007.640625
1;10400;10008.0;-8.30078125;10016.0;10007.69921875
1;10500;10007.0;-8.611328125;10016.0;10007.388671875
1;10600;10008.0;-8.1513671875;10016.0;10007.8486328125
1;10700;10007.0;-8.9189453125;10016.0;10007.0810546875
1;10800;10007.0;-9.494140625;10016.0;10006.505859375
1;10900;10008.0;-9.3955078125;10016.0;10006.6044921875
1;11000;10002.5;-10.1181640625;10016.0;10005.8818359375
1;11100;10006.0;-10.40625;10016.0;10005.59375
1;11200;10006.0;-10.4150390625;10016.0;10005.5849609375
1;11300;10005.0;-10.978515625;10016.0;10005.021484375
1;11400;10005.0;-10.6708984375;10016.0;10005.3291015625
1;11500;10005.0;-11.0927734375;10016.0;10004.9072265625
1;11600;10005.0;-10.5400390625;10016.0;10005.4599609375
1;11700;10006.0;-10.443359375;10016.0;10005.556640625
1;11800;10005.0;-10.646484375;10016.0;10005.353515625
1;11900;10006.0;-11.134765625;10016.0;10004.865234375
1;12000;10005.0;-11.029296875;10016.0;10004.970703125
1;12100;10006.0;-10.4677734375;10016.0;10005.5322265625
1;12200;10005.0;-10.6904296875;10016.0;10005.3095703125
1;12300;10005.0;-10.681640625;10016.0;10005.318359375
1;12400;10005.0;-10.9716796875;10016.0;10005.0283203125
1;12500;10005.0;-11.1748046875;10016.0;10004.8251953125
1;12600;10005.0;-11.1123046875;10016.0;10004.8876953125
1;12700;10005.0;-11.1640625;10016.0;10004.8359375
1;12800;10003.5;-11.333984375;10016.0;10004.666015625
1;12900;10005.0;-11.06640625;10016.0;10004.93359375
1;13000;10005.0;-11.322265625;10016.0;10004.677734375
1;13100;10006.5;-10.9169921875;10016.0;10005.0830078125
1;13200;10005.0;-11.14453125;10016.0;10004.85546875
1;13300;10005.0;-11.484375;10016.0;10004.515625
1;13400;10004.0;-11.703125;10016.0;10004.296875
1;13500;10004.0;-11.5673828125;10016.0;10004.4326171875
1;13600;10005.0;-11.3984375;10016.0;10004.6015625
1;13700;10004.0;-11.802734375;10016.0;10004.197265625
1;13800;10005.5;-11.8359375;10016.0;10004.1640625
1;13900;10004.0;-12.1279296875;10016.0;10003.8720703125
1;14000;10004.0;-11.7255859375;10016.0;10004.2744140625
1;14100;10007.0;-11.830078125;10016.0;10004.169921875
1;14200;10005.5;-11.904296875;10016.0;10004.095703125
1;14300;10004.0;-11.609375;10016.0;10004.390625
1;14400;10012.0;-11.626953125;10016.0;10004.373046875
1;14500;10001.0;-11.97265625;10016.0;10004.02734375
1;14600;10005.0;-12.2109375;10016.0;10003.7890625
1;14700;10000.5;-12.4365234375;10016.0;10003.5634765625
1;14800;10003.0;-12.5869140625;10016.0;10003.4130859375
1;14900;10003.5;-12.1513671875;10016.0;10003.8486328125
1;15000;10004.0;-11.9931640625;10016.0;10004.0068359375
1;15100;10013.0;-11.267578125;10016.0;10004.732421875
1;15200;10005.0;-10.849609375;10016.0;10005.150390625
1;15300;10005.0;-11.1572265625;10016.0;10004.8427734375
1;15400;10007.0;-10.458984375;10016.0;10005.541015625
1;15500;10010.5;-10.322265625;10016.0;10005.677734375
1;15600;10006.0;-10.080078125;10016.0;10005.919921875
1;15700;10004.5;-10.3837890625;10016.0;10005.6162109375
1;15800;10005.0;-10.5126953125;10016.0;10005.4873046875
1;15900;10006.0;-10.244140625;10016.0;10005.755859375
1;16000;10013.0;-10.68359375;10016.0;10005.31640625
1;16100;10008.0;-10.6533203125;10016.0;10005.3466796875
1;16200;10006.0;-10.033203125;10016.0;10005.966796875
1;16300;10006.0;-10.0498046875;10016.0;10005.9501953125
1;16400;10007.0;-10.060546875;10016.0;10005.939453125
1;16500;10006.0;-10.3310546875;10016.0;10005.6689453125
