timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;ASH_COATED_OSMIUM;XIRECS;10016.0;1
0;;;ASH_COATED_OSMIUM;XIRECS;9998.0;6
3600;;;ASH_COATED_OSMIUM;XIRECS;10017.0;3
4200;;;ASH_COATED_OSMIUM;XIRECS;10017.0;2
9100;;;ASH_COATED_OSMIUM;XIRECS;10006.0;4
10000;;;ASH_COATED_OSMIUM;XIRECS;9999.0;8
12100;;;ASH_COATED_OSMIUM;XIRECS;9998.0;5
14000;;;ASH_COATED_OSMIUM;XIRECS;10012.0;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;2
15100;;;ASH_COATED_OSMIUM;XIRECS;10013.0;8
18500;;;ASH_COATED_OSMIUM;XIRECS;10016.0;6
23900;;;ASH_COATED_OSMIUM;XIRECS;9996.0;4
24300;;;ASH_COATED_OSMIUM;XIRECS;9993.0;4
24600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
30400;;;ASH_COATED_OSMIUM;XIRECS;10011.0;2
32800;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
34000;;;ASH_COATED_OSMIUM;XIRECS;10010.0;7
34500;;;ASH_COATED_OSMIUM;XIRECS;9994.0;8
36500;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
37900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
38400;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
39100;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
39900;;;ASH_COATED_OSMIUM;XIRECS;10008.0;7
41500;;;ASH_COATED_OSMIUM;XIRECS;10009.0;5
50900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
54600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
58400;;;ASH_COATED_OSMIUM;XIRECS;9997.0;3
59500;;;ASH_COATED_OSMIUM;XIRECS;10015.0;2
62000;;;ASH_COATED_OSMIUM;XIRECS;10014.0;6
63700;;;ASH_COATED_OSMIUM;XIRECS;9998.0;2
64900;;;ASH_COATED_OSMIUM;XIRECS;10013.0;4
65300;;;ASH_COATED_OSMIUM;XIRECS;9994.0;2
68000;;;ASH_COATED_OSMIUM;XIRECS;10016.0;3
76300;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
76500;;;ASH_COATED_OSMIUM;XIRECS;10014.0;8
83700;;;ASH_COATED_OSMIUM;XIRECS;10015.0;2
85500;;;ASH_COATED_OSMIUM;XIRECS;9996.0;7
85700;;;ASH_COATED_OSMIUM;XIRECS;10001.0;3
85900;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
88300;;;ASH_COATED_OSMIUM;XIRECS;10010.0;2
90200;;;ASH_COATED_OSMIUM;XIRECS;10010.0;10
90700;;;ASH_COATED_OSMIUM;XIRECS;10009.0;2
90800;;;ASH_COATED_OSMIUM;XIRECS;9993.0;6
95900;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
96900;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
96900;;;ASH_COATED_OSMIUM;XIRECS;10010.0;8
