day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;ASH_COATED_OSMIUM;9992;23;;;;;10011;13;;;;;10001.5;0.0
0;100;ASH_COATED_OSMIUM;9995;15;9992;21;;;10013;21;;;;;10004.0;-8.296875
0;200;ASH_COATED_OSMIUM;9994;14;9992;21;;;10013;21;;;;;10003.5;-8.7763671875
0;300;ASH_COATED_OSMIUM;10000;4;9994;15;9992;26;10010;15;10013;26;;;10005.0;-8.98828125
0;400;ASH_COATED_OSMIUM;9994;10;9991;26;;;10010;10;10012;26;;;10002.0;-9.2587890625
0;500;ASH_COATED_OSMIUM;9994;13;9991;23;;;10010;13;10012;23;;;10002.0;-9.1171875
0;600;ASH_COATED_OSMIUM;9994;15;;;;;10010;15;;;;;10002.0;-9.087890625
0;700;ASH_COATED_OSMIUM;9994;11;;;;;;;;;;;9994.0;-9.4912109375
0;800;ASH_COATED_OSMIUM;9991;24;;;;;10009;13;10012;24;;;10000.0;-9.9716796875
0;900;ASH_COATED_OSMIUM;9992;12;9990;20;;;10008;12;10011;20;;;10000.0;-10.6552734375
0;1000;ASH_COATED_OSMIUM;9993;14;9990;30;;;10011;30;;;;;10002.0;-10.2607421875
0;1100;ASH_COATED_OSMIUM;;;;;;;10009;15;10011;21;;;10009.0;-10.318359375
0;1200;ASH_COATED_OSMIUM;;;;;;;10009;10;10012;22;;;10009.0;-9.990234375
0;1300;ASH_COATED_OSMIUM;9993;11;9991;25;;;10009;11;10012;25;;;10001.0;-9.9619140625
0;1400;ASH_COATED_OSMIUM;9993;13;9990;23;;;10009;13;10011;23;;;10001.0;-10.16015625
0;1500;ASH_COATED_OSMIUM;9992;10;9990;20;;;10008;10;10011;20;;;10000.0;-10.51953125
0;1600;ASH_COATED_OSMIUM;9992;11;;;;;10011;28;;;;;10001.5;-10.994140625
0;1700;ASH_COATED_OSMIUM;9992;12;9990;28;;;10008;12;10011;28;;;10000.0;-10.8642578125
0;1800;ASH_COATED_OSMIUM;9992;13;9989;23;;;10008;13;10010;23;;;10000.0;-11.01953125
0;1900;ASH_COATED_OSMIUM;9990;30;;;;;10008;14;10011;30;;;9999.0;-10.5322265625
0;2000;ASH_COATED_OSMIUM;9993;15;9991;21;;;10009;15;;;;;10001.0;-9.837890625
0;2100;ASH_COATED_OSMIUM;9991;26;;;;;10009;13;10012;26;;;10000.0;-9.82421875
0;2200;ASH_COATED_OSMIUM;9993;11;9991;20;;;;;;;;;9993.0;-9.896484375
0;2300;ASH_COATED_OSMIUM;9993;11;;;;;10009;11;;;;;10001.0;-9.8515625
0;2400;ASH_COATED_OSMIUM;9993;13;9991;20;;;10009;13;10012;20;;;10001.0;-9.7236328125
0;2500;ASH_COATED_OSMIUM;9993;11;;;;;10009;11;10012;21;;;10001.0;-9.5439453125
0;2600;ASH_COATED_OSMIUM;9991;29;;;;;10009;10;10012;29;;;10000.0;-9.68359375
0;2700;ASH_COATED_OSMIUM;9993;10;9991;21;;;10012;21;;;;;10002.5;-9.55859375
0;2800;ASH_COATED_OSMIUM;9993;14;9991;27;;;10009;14;;;;;10001.0;-9.5576171875
0;2900;ASH_COATED_OSMIUM;9993;12;9991;20;;;10009;12;10012;20;;;10001.0;-9.8408203125
0;3000;ASH_COATED_OSMIUM;9993;11;9991;29;;;10009;11;10012;29;;;10001.0;-9.751953125
0;3100;ASH_COATED_OSMIUM;9994;13;;;;;10012;27;;;;;10003.0;-9.4765625
0;3200;ASH_COATED_OSMIUM;9991;24;;;;;10012;24;;;;;10001.5;-9.5458984375
0;3300;ASH_COATED_OSMIUM;9993;10;9991;24;;;10009;10;;;;;10001.0;-9.5458984375
