timestamp,day,dte,t_years,voucher,K,S,mid,log_S_over_K,iv,iv_fit,iv_res,theoretical_mid,price_dev
0,1,7,0.019178082191780823,VEV_4500,4500,5245.0,745.0,0.15319784507198633,,0.3900483645098851,,745.1767342823787,-0.17673428237867483
100,1,7,0.019177808219178083,VEV_4500,4500,5245.5,746.0,0.15329316941312907,0.4340345481970058,0.43094702968056775,0.0030875185164380703,745.9686843025402,0.031315697459831426
200,1,7,0.019177534246575343,VEV_4500,4500,5246.5,746.0,0.15348379083955466,,0.3847152964745476,,746.6496926613299,-0.6496926613299365
300,1,7,0.019177260273972603,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.4052008871979607,,747.7544851466628,-0.7544851466627733
400,1,7,0.019176986301369863,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.40520378164872667,,747.7544851466855,-0.7544851466855107
500,1,7,0.019176712328767123,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.38618634890570736,,747.6541056427322,-0.6541056427322474
600,1,7,0.019176438356164383,VEV_4500,4500,5245.0,747.0,0.15319784507198633,0.5165163384215751,0.4512576415174038,0.0652586969041713,745.7059517837615,1.2940482162384797
700,1,7,0.019176164383561643,VEV_4500,4500,5245.5,745.0,0.15329316941312907,,0.4008864670358072,,745.7334922169357,-0.7334922169357014
800,1,7,0.019175890410958903,VEV_4500,4500,5245.5,746.0,0.15329316941312907,0.4340562518626541,0.43064116159667365,0.0034150902659804694,745.9654490058192,0.03455099418079044
900,1,7,0.019175616438356167,VEV_4500,4500,5245.5,745.0,0.15329316941312907,,0.4008921946842062,,745.7334922169557,-0.7334922169557103
1000,1,7,0.019175342465753423,VEV_4500,4500,5247.0,747.0,0.15357908792830058,,0.3957799286662856,,747.2010952065102,-0.2010952065102174
1100,1,7,0.019175068493150683,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.38620290202590124,,747.6541056428632,-0.6541056428632146
1200,1,7,0.019174794520547947,VEV_4500,4500,5248.5,749.0,0.15386492471744137,0.4354940752203167,0.4324684048460843,0.003025670374232403,748.9693779694753,0.030622030524682486
1300,1,7,0.019174520547945207,VEV_4500,4500,5249.5,749.0,0.15405543719658485,,0.3855412905237876,,749.647614416871,-0.6476144168709652
1400,1,7,0.019174246575342464,VEV_4500,4500,5251.0,751.0,0.15434113787944814,,0.40159880390152874,,751.2232958942132,-0.22329589421315177
1500,1,7,0.019173972602739727,VEV_4500,4500,5250.5,751.0,0.15424591338763685,0.4364529494274638,0.4338353367736625,0.002617612653801338,750.9734721761315,0.026527823868491396
1600,1,7,0.019173698630136987,VEV_4500,4500,5250.5,750.0,0.15424591338763685,,0.3865367317526701,,750.6499537886302,-0.6499537886302278
1700,1,7,0.019173424657534247,VEV_4500,4500,5251.5,751.0,0.15443635330441896,,0.38666448089484673,,751.6486717637135,-0.6486717637135371
1800,1,7,0.019173150684931507,VEV_4500,4500,5250.5,751.0,0.15424591338763685,0.4364623042961208,0.43357163709356406,0.0028906672025567626,750.9707655189723,0.02923448102774273
1900,1,7,0.019172876712328767,VEV_4500,4500,5250.5,751.0,0.15424591338763685,0.4364654227194167,0.4335747348647615,0.002890687854655183,750.970765518985,0.029234481015009806
2000,1,7,0.019172602739726027,VEV_4500,4500,5251.5,750.0,0.15443635330441896,,0.3644693265115324,,751.5756559181254,-1.5756559181254488
2100,1,7,0.019172328767123287,VEV_4500,4500,5250.0,750.0,0.15415067982725836,,0.3968229579610332,,750.1994713623862,-0.19947136238624807
2200,1,7,0.019172054794520547,VEV_4500,4500,5248.5,749.0,0.15386492471744137,0.43552519060829253,0.4325471061326609,0.002978084475631637,748.9698508927395,0.03014910726051312
2300,1,7,0.019171780821917807,VEV_4500,4500,5249.5,749.0,0.15405543719658485,,0.38556883733859304,,749.6476144172211,-0.6476144172211207
2400,1,7,0.019171506849315068,VEV_4500,4500,5250.5,750.0,0.15424591338763685,,0.3865588265969968,,750.6499537889977,-0.6499537889976637
2500,1,7,0.019171232876712328,VEV_4500,4500,5251.5,751.0,0.15443635330441896,,0.3853719115790817,,751.6432417590513,-0.6432417590513069
2600,1,7,0.019170958904109588,VEV_4500,4500,5249.0,749.0,0.1539601854938886,,0.3936598230798004,,749.1854903369212,-0.18549033692124794
2700,1,7,0.01917068493150685,VEV_4500,4500,5248.5,749.0,0.15386492471744137,0.43554075080356475,0.43218188704596516,0.003358863757599584,748.9660944470452,0.03390555295482045
2800,1,7,0.01917041095890411,VEV_4500,4500,5248.5,749.0,0.15386492471744137,0.4355438630427598,0.4325656508896326,0.002978212153127213,748.9698508927731,0.030149107226861815
2900,1,7,0.019170136986301368,VEV_4500,4500,5249.5,749.0,0.15405543719658485,,0.3860406877153789,,749.6495242791216,-0.6495242791215787
3000,1,7,0.01916986301369863,VEV_4500,4500,5250.0,750.0,0.15415067982725836,,0.389565710656428,,750.1639612740983,-0.16396127409825567
3100,1,7,0.01916958904109589,VEV_4500,4500,5251.5,752.0,0.15443635330441896,0.43697744589165693,0.4337462574491865,0.003231188442470445,751.9674356338219,0.03256436617812142
3200,1,7,0.01916931506849315,VEV_4500,4500,5253.0,753.0,0.1547219451955504,,0.3909024690871936,,753.1641074434365,-0.1641074434364782
3300,1,7,0.01916904109589041,VEV_4500,4500,5254.0,754.0,0.15491229448707397,,0.40363365434006904,,754.2270167477072,-0.22701674770723912
3400,1,7,0.01916876712328767,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.43793557391538135,0.43315373343065544,0.004781840484725908,753.9524467485899,0.047553251410136
3500,1,7,0.01916849315068493,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.4379387035803336,0.4341540668820352,0.003784636698298427,753.9620809243288,0.03791907567119779
3600,1,7,0.01916821917808219,VEV_4500,4500,5253.5,753.0,0.1548171243704189,,0.3902256255976096,,753.6600687322089,-0.6600687322088561
3700,1,7,0.01916794520547945,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.39624665429078987,,752.1917319248987,-0.19173192489870416
3800,1,7,0.01916767123287671,VEV_4500,4500,5251.5,752.0,0.15443635330441896,0.4369993060848028,0.4328141844157483,0.004185121669054492,751.9581249301191,0.04187506988091627
3900,1,7,0.01916739726027397,VEV_4500,4500,5251.5,752.0,0.15443635330441896,0.43700242923730703,0.4337710560578235,0.003231373179483521,751.9674356338264,0.032564366173573944
4000,1,7,0.019167123287671235,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.38928895616757997,,752.6577971746401,-0.657797174640109
4100,1,7,0.019166849315068492,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.3974283284327206,,752.1977464537977,-0.19774645379766298
4200,1,7,0.019166575342465752,VEV_4500,4500,5252.5,752.5,0.1546267569607443,,0.3892945207390125,,752.6577971746474,-0.15779717464738496
4300,1,7,0.019166301369863015,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.38929730311418936,,752.6577971746501,-0.6577971746501134
4400,1,7,0.019166027397260272,VEV_4500,4500,5254.5,755.0,0.15500745554724005,0.4384410604958196,0.4338927475656327,0.004548312930186926,754.9547305510978,0.045269448902217846
4500,1,7,0.019165753424657535,VEV_4500,4500,5254.5,750.0,0.15500745554724005,,0.35281945686342586,,754.5485171460887,-4.54851714608867
4600,1,7,0.019165479452054796,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.43797313432380547,0.4341882000773314,0.003784934246474081,753.9620809243352,0.037919075664831325
4700,1,7,0.019165205479452056,VEV_4500,4500,5253.0,753.0,0.1547219451955504,,0.39887231658695643,,753.2029275859986,-0.20292758599862282
4800,1,7,0.019164931506849316,VEV_4500,4500,5251.5,752.0,0.15443635330441896,0.4370305406239529,0.4338465400579653,0.0031840005659876103,751.9679036422458,0.032096357754198834
4900,1,7,0.019164657534246576,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.38976723713250155,,752.659791499269,-0.6597914992689766
5000,1,7,0.019164383561643836,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.39673722497897496,,752.1940470064246,-0.19404700642462558
5100,1,7,0.019164109589041096,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.39061316395081436,,752.16451628713,-0.1645162871300272
5200,1,7,0.019163835616438356,VEV_4500,4500,5251.5,753.0,0.15443635330441896,0.49984837560852646,0.4589568284053184,0.04089154720320809,752.2653008195484,0.734699180451571
5300,1,7,0.019163561643835616,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.4379950490256986,0.43420992539382913,0.003785123631869447,753.9620809243388,0.03791907566119335
5400,1,7,0.019163287671232876,VEV_4500,4500,5254.0,755.0,0.15491229448707397,0.4754677348533321,0.4428316701257883,0.03263606472754382,754.5489844941121,0.45101550588788086
5500,1,7,0.01916301369863014,VEV_4500,4500,5254.5,754.0,0.15500745554724005,,0.3933092519940632,,754.6718693933772,-0.6718693933771647
5600,1,7,0.019162739726027396,VEV_4500,4500,5253.0,753.0,0.1547219451955504,,0.39120514925066374,,753.1651726006185,-0.16517260061846173
5700,1,7,0.019162465753424656,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.3903337421280942,,752.163181070001,-0.1631810700009737
5800,1,7,0.01916219178082192,VEV_4500,4500,5253.5,753.0,0.1548171243704189,,0.39120086680728045,,753.6641495713939,-0.6641495713938639
5900,1,7,0.01916191780821918,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.43801383567420343,0.4342285496893852,0.003785285984818254,753.9620809243415,0.03791907565846486
6000,1,7,0.019161643835616436,VEV_4500,4500,5253.5,754.0,0.1548171243704189,0.43801696701738463,0.4342316539717047,0.0037853130456799167,753.9620809243424,0.03791907565755537
6100,1,7,0.0191613698630137,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.3893473960714644,,752.6577971747138,-0.6577971747137781
6200,1,7,0.01916109589041096,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.3893501795805444,,752.6577971747183,-0.6577971747183256
6300,1,7,0.019160821917808216,VEV_4500,4500,5252.5,752.0,0.1546267569607443,,0.38935296314933704,,752.657797174722,-0.6577971747219635
6400,1,7,0.01916054794520548,VEV_4500,4500,5252.0,752.0,0.15453155966427576,,0.3963231358410469,,752.1917319249033,-0.19173192490325164
6500,1,7,0.01916027397260274,VEV_4500,4500,5250.5,751.0,0.15424591338763685,0.43660894248328685,0.433531515114188,0.0030774273690988285,750.9689305405991,0.03106945940089645
6600,1,7,0.01916,VEV_4500,4500,5250.5,751.0,0.15424591338763685,0.43661206405072,0.43276819437050984,0.0038438696802101657,750.9614156541238,0.03858434587618831
6700,1,7,0.01915972602739726,VEV_4500,4500,5250.0,750.0,0.15415067982725836,,0.38966875233424764,,750.1639612741637,-0.1639612741637393
6800,1,7,0.01915945205479452,VEV_4500,4500,5248.5,748.0,0.15386492471744137,,0.39818910747267366,,748.7095948603883,-0.7095948603882789
6900,1,7,0.01915917808219178,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.4053920540858988,,747.7544851480934,-0.7544851480934085
7000,1,7,0.019158904109589044,VEV_4500,4500,5248.5,748.0,0.15386492471744137,,0.3861688403028459,,748.6514116124472,-0.6514116124471911
7100,1,7,0.0191586301369863,VEV_4500,4500,5248.5,748.0,0.15386492471744137,,0.38617160144849705,,748.6514116124727,-0.651411612472657
7200,1,7,0.01915835616438356,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.4054007499191699,,747.7544851481534,-0.7544851481534351
7300,1,7,0.019158082191780824,VEV_4500,4500,5246.5,746.0,0.15348379083955466,,0.4015044986806827,,746.7333910455,-0.7333910454999568
7400,1,7,0.019157808219178084,VEV_4500,4500,5246.5,747.0,0.15348379083955466,0.43473654940811846,0.4312541793185892,0.0034823700895292298,746.9648322750263,0.035167724973689474
7500,1,7,0.01915753424657534,VEV_4500,4500,5246.5,750.0,0.15348379083955466,0.5634136595928205,0.5074367822918142,0.05597687730100631,748.2379840331532,1.762015966846775
7600,1,7,0.019157260273972604,VEV_4500,4500,5246.0,746.0,0.15338848466840788,,0.38835253974312395,,746.165749881261,-0.16574988126103563
7700,1,7,0.019156986301369864,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.3858033708862536,,747.651608152084,-0.6516081520840089
7800,1,7,0.019156712328767124,VEV_4500,4500,5247.0,747.0,0.15357908792830058,,0.3881108224025094,,747.1626594863383,-0.16265948633827065
7900,1,7,0.019156438356164384,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.40542104237300797,,747.7544851482944,-0.7544851482944068
8000,1,7,0.019156164383561644,VEV_4500,4500,5246.5,747.0,0.15348379083955466,0.4347552018922548,0.4312726823920898,0.0034825195001649822,746.9648322750427,0.03516772495731857
8100,1,7,0.019155890410958904,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.4054268407766018,,747.7544851483335,-0.7544851483335151
8200,1,7,0.019155616438356164,VEV_4500,4500,5245.5,747.0,0.15329316941312907,0.49679099027081736,0.45540596438807335,0.04138502588274401,746.2557009805514,0.7442990194485901
8300,1,7,0.019155342465753424,VEV_4500,4500,5247.5,747.0,0.15367437593637692,,0.4054326394289939,,747.7544851483726,-0.7544851483726234
8400,1,7,0.019155068493150684,VEV_4500,4500,5248.5,748.0,0.15386492471744137,,0.3956379327721872,,748.6958036674714,-0.6958036674714094
8500,1,7,0.019154794520547944,VEV_4500,4500,5246.5,747.0,0.15348379083955466,0.4347707474631208,0.4312881034393905,0.0034826440237302747,746.9648322750554,0.03516772494458564
8600,1,7,0.019154520547945204,VEV_4500,4500,5245.0,745.0,0.15319784507198633,,0.39028818679509325,,745.1767342830772,-0.17673428307716676
8700,1,7,0.019154246575342464,VEV_4500,4500,5245.5,746.0,0.15329316941312907,0.4343014191637576,0.4307540545249466,0.0035473646388110014,745.9641662661834,0.035833733816616586
8800,1,7,0.019153972602739728,VEV_4500,4500,5245.5,745.0,0.15329316941312907,,0.3985546505777725,,745.7186695042974,-0.7186695042973952
8900,1,7,0.019153698630136988,VEV_4500,4500,5245.5,745.5,0.15329316941312907,,0.4017015709677275,,745.7369475424093,-0.23694754240932525
9000,1,7,0.019153424657534245,VEV_4500,4500,5246.5,746.5,0.15348379083955466,,0.40155331263263233,,746.7333910457191,-0.23339104571914504
9100,1,7,0.019153150684931508,VEV_4500,4500,5246.0,746.0,0.15338848466840788,,0.38839420087571463,,746.1657498812801,-0.16574988128013501
9200,1,7,0.019152876712328768,VEV_4500,4500,5247.0,747.0,0.15357908792830058,,0.39389842374918915,,747.1901517968508,-0.1901517968508415
9300,1,7,0.019152602739726028,VEV_4500,4500,5246.0,746.0,0.15338848466840788,,0.39328834745060376,,746.1892700043863,-0.18927000438634423
9400,1,7,0.019152328767123288,VEV_4500,4500,5243.5,745.0,0.15291181751604863,0.4957772232310917,0.45600369047421674,0.03977353275687495,744.2774960986617,0.7225039013383139
9500,1,7,0.019152054794520548,VEV_4500,4500,5244.0,746.0,0.15300716912517934,0.51630070984982,0.4609708386725175,0.055329871177302536,744.8466515855862,1.1533484144138129
9600,1,7,0.01915178082191781,VEV_4500,4500,5246.5,742.0,0.15348379083955466,,0.35708481533097336,,746.5627977619488,-4.5627977619487865
9700,1,7,0.01915150684931507,VEV_4500,4500,5245.0,745.0,0.15319784507198633,,0.388596954754837,,745.1686071581134,-0.16860715811344562
9800,1,7,0.01915123287671233,VEV_4500,4500,5246.5,747.0,0.15348379083955466,0.43481117375320455,0.4313282059056026,0.0034829678476019366,746.9648322750909,0.03516772490911535
9900,1,7,0.01915095890410959,VEV_4500,4500,5245.0,745.0,0.15319784507198633,,0.3903244775013165,,745.1767342831718,-0.17673428317175421
10000,1,7,0.01915068493150685,VEV_4500,4500,5245.5,745.0,0.15329316941312907,,0.38020652971780955,,745.6321386397012,-0.6321386397012247
10100,1,7,0.01915041095890411,VEV_4500,4500,5244.0,744.0,0.15300716912517934,,0.40465779065658725,,744.2592319912355,-0.25923199123553786
