timestamp,day,dte,t_years,voucher,K,S,mid,log_S_over_K,iv,iv_fit,iv_res,theoretical_mid,price_dev
0,2,6,0.01643835616438356,VEV_5200,5200,5267.5,104.0,0.01289724110882544,0.2418035293670127,0.23123308305116247,0.010570446315850218,101.41542469517526,2.584575304824739
100,2,6,0.016438082191780824,VEV_5200,5200,5265.5,103.0,0.012517482251133166,0.2431405493461837,0.23363235669470037,0.009508192651483338,100.66025873051058,2.339741269489423
200,2,6,0.01643780821917808,VEV_5200,5200,5265.5,103.5,0.012517482251133166,0.245166494294543,0.23807881229349884,0.0070876820010441766,101.75198926052963,1.7480107394703737
300,2,6,0.016437534246575344,VEV_5200,5200,5266.5,103.5,0.012707379707077835,0.24248336762309078,0.23123229221806937,0.011251075405021405,100.74138439145872,2.7586156085412767
400,2,6,0.016437260273972604,VEV_5200,5200,5264.5,102.5,0.012327548727295195,0.2437954784721088,0.2382345342786034,0.005560944193505418,101.12584394971009,1.374156050289912
500,2,6,0.016436986301369864,VEV_5200,5200,5263.5,101.5,0.012137579121860753,0.242418524107012,0.23110731047305466,0.011311213633957345,98.70628937097172,2.7937106290282827
600,2,6,0.016436712328767124,VEV_5200,5200,5262.0,101.0,0.01185255703071932,0.2443649621575684,0.2523822144449245,-0.008017252287356086,103.00111622786608,-2.0011162278660777
700,2,6,0.016436438356164384,VEV_5200,5200,5262.5,100.5,0.011947573421118202,0.2410396300677246,0.23342086056291328,0.007618769504811329,98.61318759478809,1.8868124052119128
800,2,6,0.016436164383561644,VEV_5200,5200,5262.5,101.5,0.011947573421118202,0.2450648237342446,0.2384023795697925,0.006662444164452108,99.84533217257422,1.6546678274257829
900,2,6,0.016435890410958904,VEV_5200,5200,5261.0,101.5,0.011662497161288594,0.24898139187956853,0.2549992316307311,-0.006017839751162601,103.0080764551044,-1.5080764551044012
1000,2,6,0.016435616438356164,VEV_5200,5200,5262.5,101.5,0.011947573421118202,0.24506890879514692,0.23840635357210066,0.006662555223046263,99.84533217259832,1.6546678274016813
1100,2,6,0.016435342465753424,VEV_5200,5200,5263.5,101.5,0.012137579121860753,0.2424306469526743,0.23799935210269557,0.004431294849978729,100.40305948986861,1.0969405101313896
1200,2,6,0.016435068493150684,VEV_5200,5200,5262.5,100.5,0.011947573421118202,0.2410496751853997,0.23280332979180968,0.00824634539359001,98.45827515767633,2.0417248423236742
1300,2,6,0.016434794520547948,VEV_5200,5200,5262.0,100.5,0.01185255703071932,0.24237016905021377,0.2337413994621282,0.00862876958808556,98.3595555484153,2.140444451584699
1400,2,6,0.016434520547945204,VEV_5200,5200,5264.0,101.5,0.012232568435634451,0.2411069706826027,0.23287509754159627,0.00823187314100643,99.46911847346519,2.030881526534813
1500,2,6,0.016434246575342464,VEV_5200,5200,5264.5,102.5,0.012327548727295195,0.24381783095464604,0.23773999218012287,0.00607783877452317,100.99851168392934,1.5014883160706631
1600,2,6,0.016433972602739728,VEV_5200,5200,5264.5,102.5,0.012327548727295195,0.24381986330339742,0.23774197386711435,0.006077889436283068,100.998511683978,1.5014883160220052
1700,2,6,0.016433698630136988,VEV_5200,5200,5266.0,103.5,0.012612435486736075,0.2438577127416603,0.23399716161578968,0.009860551125870615,101.07598565238777,2.4240143476122284
1800,2,6,0.016433424657534244,VEV_5200,5200,5265.5,103.5,0.012517482251133166,0.2451991907897788,0.23697616096068855,0.008223029829090261,101.47304334947557,2.0269566505244256
