name,side_role,symbol,K,fwd_field,target,n,mean,median,t_stat,frac_pos,ci95_lo,ci95_hi
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,5,fwd_h_5,h@5,260,-0.03076923076923077,0.0,-0.11751907212057636,0.4653846153846154,-0.5597596153846154,0.5019230769230769
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,5,fwd_mid_5,sym@5,260,0.2903846153846154,0.25,2.112984526639036,0.5,0.025,0.5577403846153843
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,5,fwd_u_5,u@5,260,0.2903846153846154,0.25,2.112984526639036,0.5,0.015384615384615385,0.5520192307692303
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,20,fwd_h_20,h@20,260,-0.9307692307692308,-1.0,-1.767773931153519,0.4461538461538462,-2.027259615384615,0.09240384615384563
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,20,fwd_mid_20,sym@20,260,0.0057692307692307696,-0.5,0.02136718329201365,0.45384615384615384,-0.5038942307692308,0.5116826923076915
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,20,fwd_u_20,u@20,260,0.0057692307692307696,-0.5,0.02136718329201365,0.45384615384615384,-0.5308173076923077,0.5346634615384612
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,100,fwd_h_100,h@100,260,-1.175,-2.0,-0.9878632387393441,0.4461538461538462,-3.4270192307692304,1.1847115384615379
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,100,fwd_mid_100,sym@100,260,-0.6346153846153846,-1.0,-1.1125083621188172,0.4653846153846154,-1.7578365384615384,0.47514423076922996
Mark 01,U_passive_buy,VELVETFRUIT_EXTRACT,100,fwd_u_100,u@100,260,-0.6346153846153846,-1.0,-1.1125083621188172,0.4653846153846154,-1.7615865384615383,0.49822115384615306
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,5,fwd_h_5,h@5,244,0.018442622950819672,0.0,0.07006002129989343,0.45491803278688525,-0.4919569672131147,0.5021004098360653
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,5,fwd_mid_5,sym@5,244,-0.0020491803278688526,0.0,-0.015143055493129122,0.4180327868852459,-0.26644467213114753,0.25619877049180295
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,5,fwd_u_5,u@5,244,-0.0020491803278688526,0.0,-0.015143055493129122,0.4180327868852459,-0.2541495901639344,0.26234631147540954
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,20,fwd_h_20,h@20,244,-0.07581967213114754,0.0,-0.14408163219650014,0.48770491803278687,-1.0964139344262294,0.9426741803278686
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,20,fwd_mid_20,sym@20,244,0.006147540983606557,0.0,0.02254841886603109,0.47540983606557374,-0.518545081967213,0.5472336065573764
Mark 01,U_passive_sell,VELVETFRUIT_EXTRACT,20,fwd_u_20,u@20,244,0.006147540983606557,0.0,0.02254841886603109,0.47540983606557374,-0.5350922131147541,0.5368852459016393
