day,symbol,mean_abs_vega,mean_abs_gamma,n
0,VEV_4000,45.31467914207791,1.8587397364701314e-05,2000
0,VEV_4500,28.896540925668326,6.375031582925814e-05,2000
0,VEV_5000,114.68770415075133,0.000813223562028097,2000
0,VEV_5100,220.0699613893125,0.001541939795733415,2000
0,VEV_5200,297.3477318830952,0.0021232572820745034,2000
0,VEV_5300,297.27198040390357,0.002122555185089739,2000
0,VEV_5400,213.64941138161643,0.0015960699527770615,2000
0,VEV_5500,130.03334281027503,0.0009039645016737063,2000
0,VEV_6000,12.71024891607114,5.939019171196562e-05,2000
0,VEV_6500,7.0128515277924794,2.2062374377770504e-05,2000
1,VEV_4000,16.50757396782276,1.2126841279601843e-05,2000
1,VEV_4500,9.230846081833707,3.0099894002044558e-05,2000
1,VEV_5000,90.36613690191092,0.0007349671521130218,2000
1,VEV_5100,189.4739938028604,0.0015666329116454315,2000
1,VEV_5200,276.02023983528863,0.0022208770416475075,2000
1,VEV_5300,277.8549265038094,0.0022077463755875762,2000
1,VEV_5400,190.53554555019986,0.0016323599765195275,2000
1,VEV_5500,110.64872496868209,0.0008704834972494464,2000
1,VEV_6000,11.914762363067743,5.962200440156783e-05,2000
1,VEV_6500,5.633027872022738,1.932506146933216e-05,2000
2,VEV_4000,16.37506402628886,1.3070299744208589e-05,2000
2,VEV_4500,9.853577670059687,3.0635450674314525e-05,2000
2,VEV_5000,65.5486399309413,0.0006136782875868813,2000
2,VEV_5100,155.21363838901027,0.0015120942600525726,2000
2,VEV_5200,249.66615200669762,0.0023705780486718933,2000
2,VEV_5300,258.1418445612072,0.002401104909412907,2000
2,VEV_5400,171.41612574137133,0.0017135876385627196,2000
2,VEV_5500,93.21185532227717,0.0008516662991206662,2000
2,VEV_6000,11.112070105728334,6.0452865122197496e-05,2000
2,VEV_6500,5.079228341648136,1.9030652988330565e-05,2000
