day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
39;0;VEV_5100;177;7;176;14;;;181;7;182;14;;;179.0;0.0
39;100;VEV_5100;175;24;;;;;180;24;;;;;177.5;-3.467071533203125
39;200;VEV_5100;175;23;;;;;180;23;;;;;177.5;-3.2858123779296875
39;300;VEV_5100;176;9;175;17;;;180;9;181;17;;;178.0;-2.9277191162109375
39;400;VEV_5100;175;8;174;14;;;179;22;;;;;177.0;-4.2298431396484375
39;500;VEV_5100;173;23;;;;;178;23;;;;;175.5;-5.5308380126953125
39;600;VEV_5100;174;5;172;23;;;177;23;;;;;175.5;-6.6118316650390625
39;700;VEV_5100;173;7;172;15;;;177;7;178;15;;;175.0;-6.1189117431640625
39;800;VEV_5100;173;9;172;13;;;177;9;178;13;;;175.0;-5.8909149169921875
39;900;VEV_5100;173;6;172;19;;;177;6;178;19;;;175.0;-5.83575439453125
39;1000;VEV_5100;173;12;172;12;;;177;12;178;12;;;175.0;-5.91259765625
39;1100;VEV_5100;174;8;173;15;;;178;8;179;15;;;176.0;-5.1055755615234375
39;1200;VEV_5100;172;24;;;;;177;24;;;;;174.5;-6.29718017578125
39;1300;VEV_5100;172;21;;;;;177;21;;;;;174.5;-6.5074462890625
39;1400;VEV_5100;174;12;173;14;;;178;12;179;14;;;176.0;-4.8465576171875
39;1500;VEV_5100;174;33;;;;;179;33;;;;;176.5;-4.2534942626953125
39;1600;VEV_5100;174;20;;;;;179;20;;;;;176.5;-4.2676544189453125
39;1700;VEV_5100;176;6;175;13;;;180;6;181;13;;;178.0;-3.1681976318359375
39;1800;VEV_5100;175;27;;;;;180;27;;;;;177.5;-3.3645782470703125
39;1900;VEV_5100;176;11;175;14;;;180;11;181;14;;;178.0;-2.8369293212890625
39;2000;VEV_5100;177;23;;;;;182;23;;;;;179.5;-1.3122100830078125
39;2100;VEV_5100;178;22;;;;;183;22;;;;;180.5;-0.324798583984375
39;2200;VEV_5100;177;18;;;;;182;18;;;;;179.5;-1.275482177734375
39;2300;VEV_5100;178;25;;;;;183;25;;;;;180.5;-0.648193359375
39;2400;VEV_5100;179;20;;;;;184;20;;;;;181.5;0.461578369140625
39;2500;VEV_5100;181;10;180;13;;;186;23;;;;;183.5;2.19012451171875
39;2600;VEV_5100;181;22;;;;;186;22;;;;;183.5;2.5666046142578125
39;2700;VEV_5100;181;8;180;14;;;185;8;186;14;;;183.0;2.002471923828125
39;2800;VEV_5100;180;22;;;;;185;22;;;;;182.5;1.5179901123046875
39;2900;VEV_5100;178;24;;;;;183;7;184;17;;;180.5;-0.2037506103515625
39;3000;VEV_5100;179;22;;;;;184;22;;;;;181.5;0.6605987548828125
39;3100;VEV_5100;181;11;180;16;;;186;27;;;;;183.5;2.2449188232421875
39;3200;VEV_5100;181;30;;;;;186;8;187;22;;;183.5;2.7997283935546875
39;3300;VEV_5100;182;18;;;;;187;18;;;;;184.5;3.4265899658203125
39;3400;VEV_5100;183;10;182;24;;;188;34;;;;;185.5;4.1758880615234375
39;3500;VEV_5100;182;12;181;21;;;186;12;187;21;;;184.0;3.1457672119140625
39;3600;VEV_5100;182;27;;;;;187;12;188;15;;;184.5;3.8133087158203125
39;3700;VEV_5100;182;9;181;13;;;187;22;;;;;184.5;3.2670135498046875
39;3800;VEV_5100;182;30;;;;;187;30;;;;;184.5;3.6658477783203125
39;3900;VEV_5100;182;22;;;;;187;22;;;;;184.5;3.6846466064453125
39;4000;VEV_5100;181;22;;;;;186;6;187;16;;;183.5;2.732421875
39;4100;VEV_5100;182;32;;;;;187;32;;;;;184.5;3.4938507080078125
39;4200;VEV_5100;183;7;182;13;;;187;7;188;13;;;185.0;4.1166839599609375
39;4300;VEV_5100;183;9;182;21;;;187;9;188;21;;;185.0;4.068572998046875
39;4400;VEV_5100;181;32;;;;;186;32;;;;;183.5;2.31903076171875
39;4500;VEV_5100;181;7;180;13;;;186;20;;;;;183.5;2.187652587890625
39;4600;VEV_5100;180;6;179;18;;;184;6;185;18;;;182.0;0.99810791015625
39;4700;VEV_5100;180;11;179;18;;;184;11;185;18;;;182.0;1.1173248291015625
39;4800;VEV_5100;180;11;179;15;;;184;11;185;15;;;182.0;0.89739990234375
39;4900;VEV_5100;181;29;;;;;186;8;187;21;;;183.5;2.8330535888671875
39;5000;VEV_5100;182;9;181;23;;;186;9;187;23;;;184.0;3.016845703125
39;5100;VEV_5100;182;9;181;16;;;186;9;187;16;;;184.0;2.9219512939453125
39;5200;VEV_5100;182;12;181;24;;;186;12;187;24;;;184.0;2.937164306640625
39;5300;VEV_5100;182;29;;;;;187;29;;;;;184.5;3.34747314453125
39;5400;VEV_5100;182;10;181;18;;;186;10;187;18;;;184.0;2.942047119140625
39;5500;VEV_5100;184;28;;;;;189;28;;;;;186.5;5.359039306640625
39;5600;VEV_5100;184;21;;;;;189;21;;;;;186.5;5.606475830078125
39;5700;VEV_5100;184;25;;;;;189;25;;;;;186.5;5.4920654296875
39;5800;VEV_5100;183;11;182;13;;;188;24;;;;;185.5;4.226287841796875
39;5900;VEV_5100;183;20;;;;;188;20;;;;;185.5;4.49822998046875
39;6000;VEV_5100;184;11;183;16;;;188;11;189;16;;;186.0;4.9963836669921875
39;6100;VEV_5100;183;27;;;;;188;27;;;;;185.5;4.6598052978515625
39;6200;VEV_5100;184;12;183;12;;;188;12;189;12;;;186.0;4.9509429931640625
39;6300;VEV_5100;183;8;182;13;;;188;21;;;;;185.5;4.2685394287109375
39;6400;VEV_5100;182;26;;;;;187;26;;;;;184.5;3.5417022705078125
39;6500;VEV_5100;182;22;;;;;187;22;;;;;184.5;3.304901123046875
39;6600;VEV_5100;182;10;181;14;;;186;10;187;14;;;184.0;2.904693603515625
39;6700;VEV_5100;181;29;;;;;186;29;;;;;183.5;2.3711090087890625
39;6800;VEV_5100;181;32;;;;;186;32;;;;;183.5;2.44769287109375
39;6900;VEV_5100;182;8;181;16;;;187;24;;;;;184.5;3.27838134765625
39;7000;VEV_5100;181;9;180;14;;;185;9;186;14;;;183.0;2.06549072265625
39;7100;VEV_5100;179;29;;;;;184;7;185;22;;;181.5;0.7523651123046875
39;7200;VEV_5100;180;7;179;12;;;184;7;185;12;;;182.0;0.9318389892578125
39;7300;VEV_5100;180;11;179;22;;;184;11;185;22;;;182.0;1.170135498046875
39;7400;VEV_5100;181;29;;;;;186;29;;;;;183.5;2.661529541015625
39;7500;VEV_5100;182;30;;;;;187;8;188;22;;;184.5;3.7375640869140625
39;7600;VEV_5100;181;12;180;12;;;185;12;186;12;;;183.0;2.136322021484375
39;7700;VEV_5100;182;11;181;17;;;186;11;187;17;;;184.0;2.881591796875
39;7800;VEV_5100;182;2;180;12;179;23;184;12;185;23;;;183.0;1.121185302734375
39;7900;VEV_5100;180;25;;;;;185;9;186;16;;;182.5;1.78179931640625
39;8000;VEV_5100;180;11;179;23;;;184;11;185;23;;;182.0;0.9740753173828125
39;8100;VEV_5100;179;27;;;;;184;27;;;;;181.5;0.6480712890625
39;8200;VEV_5100;179;31;;;;;184;31;;;;;181.5;0.2774200439453125
39;8300;VEV_5100;179;6;178;23;;;183;6;184;23;;;181.0;-0.0512542724609375
39;8400;VEV_5100;180;8;179;23;;;185;31;;;;;182.5;1.236083984375
39;8500;VEV_5100;180;12;179;24;;;184;12;185;24;;;182.0;0.9037933349609375
39;8600;VEV_5100;180;9;179;18;;;184;9;185;18;;;182.0;0.9547882080078125
39;8700;VEV_5100;178;10;177;16;;;183;26;;;;;180.5;-0.78887939453125
39;8800;VEV_5100;177;29;;;;;182;29;;;;;179.5;-1.4912261962890625
39;8900;VEV_5100;177;22;;;;;182;22;;;;;179.5;-1.684814453125
39;9000;VEV_5100;177;11;176;14;;;181;11;182;14;;;179.0;-2.123779296875
39;9100;VEV_5100;176;21;;;;;181;21;;;;;178.5;-2.540679931640625
39;9200;VEV_5100;176;12;175;24;;;180;12;181;24;;;178.0;-3.053741455078125
39;9300;VEV_5100;175;27;;;;;180;27;;;;;177.5;-3.6165618896484375
39;9400;VEV_5100;174;27;;;;;179;27;;;;;176.5;-4.6603546142578125
39;9500;VEV_5100;173;22;;;;;178;22;;;;;175.5;-5.4940643310546875
39;9600;VEV_5100;173;9;172;22;;;177;9;178;22;;;175.0;-5.8352813720703125
39;9700;VEV_5100;173;7;172;18;;;177;7;178;18;;;175.0;-6.09832763671875
39;9800;VEV_5100;173;12;172;18;;;177;12;178;18;;;175.0;-6.118255615234375
