day,timestamp,iv5300,median_iv,residual,mark01_events
1,0,0.3231068615068924,0.3237820814308726,-0.0006752199239802303,0
1,5000,0.3195741554560527,0.3253830389316194,-0.005808883475566684,0
1,10000,0.3221885483379292,0.3225369182274108,-0.0003483698894816145,0
1,15000,0.3220814246811061,0.3258856912856474,-0.0038042666045413065,0
1,20000,0.3210779806021078,0.3255687600211661,-0.004490779419058288,0
1,25000,0.32314132332843604,0.32662106205296326,-0.003479738724527226,0
1,30000,0.3217240560190451,0.32299931639689394,-0.0012752603778488636,0
1,35000,0.32098919183779184,0.32343458180056206,-0.002445389962770217,0
1,40000,0.31876403960716704,0.3235687036816197,-0.00480466407445268,0
1,45000,0.31925419906402386,0.32696315304321644,-0.007708953979192579,0
1,50000,0.3185038131974961,0.32085625510057897,-0.002352441903082869,0
1,55000,0.3221885483379292,0.3254125657102382,-0.003224017372308985,0
1,60000,0.32126909573398144,0.3217734980938283,-0.0005044023598468894,0
1,65000,0.3181094697009158,0.3250072831968238,-0.006897813495908012,0
1,70000,0.3186882001886914,0.32493671067106605,-0.006248510482374681,0
1,75000,0.31870749736813975,0.32155896426136726,-0.0028514668932275167,0
1,80000,0.3222832944424552,0.32917620498062694,-0.006892910538171759,0
1,85000,0.31921840298983994,0.319611323733154,-0.00039292074331404026,0
1,90000,0.32289923689300637,0.3239532600449151,-0.0010540231519087229,0
1,95000,0.321078939731682,0.325985634244212,-0.004906694512530008,0
1,100000,0.316654430843219,0.3184045770494142,-0.0017501462061952355,0
1,105000,0.31673385659660647,0.32067433949102425,-0.003940482894417785,0
1,110000,0.31706658426864,0.3217776548482898,-0.004711070579649812,0
1,115000,0.3181174525250756,0.31891842866031256,-0.0008009761352369416,0
1,120000,0.3165802833999912,0.32735467242083316,-0.010774389020841935,0
1,125000,0.31650417673001685,0.3183112002761337,-0.0018070235461168371,0
1,130000,0.31775033719912527,0.32308337594356396,-0.0053330387444386895,0
1,135000,0.3154273240740657,0.3168024257631532,-0.001375101689087499,0
1,140000,0.3165802833999912,0.320300176533014,-0.003719893133022789,0
1,145000,0.3164002814281244,0.32108733975236686,-0.004687058324242488,0
1,150000,0.31617049806652775,0.31912108539920425,-0.002950587332676502,0
1,155000,0.31674757631443284,0.32263556826184814,-0.005887991947415294,0
