Mark,role,aggr,K,n,mean_same,median_same,frac_pos_same,t_stat_same,symbol_filter
Mark 67,as_buyer,buy_aggr,5,164,1.9603658536585367,2.0,0.8353658536585366,13.025623326344341,
Mark 67,either_symbol,all,5,165,1.9454545454545455,2.0,0.8303030303030303,12.941467482109264,VELVETFRUIT_EXTRACT
Mark 67,as_buyer,all,5,165,1.9454545454545455,2.0,0.8303030303030303,12.941467482109264,
Mark 49,as_seller,buy_aggr,5,104,1.8461538461538463,2.0,0.7884615384615384,9.782143046421124,
Mark 49,as_seller,all,5,105,1.819047619047619,2.0,0.780952380952381,9.63090606602775,
Mark 22,as_seller,buy_aggr,5,109,2.073394495412844,2.0,0.8532110091743119,9.469098273305836,
Mark 67,either_symbol,all,20,165,1.8454545454545455,1.5,0.6484848484848484,5.967043172323755,VELVETFRUIT_EXTRACT
Mark 67,as_buyer,all,20,165,1.8454545454545455,1.5,0.6484848484848484,5.967043172323755,
Mark 49,either_symbol,all,5,122,1.3114754098360655,1.75,0.6967213114754098,5.958404047776686,VELVETFRUIT_EXTRACT
Mark 67,as_buyer,buy_aggr,20,164,1.8140243902439024,1.5,0.6463414634146342,5.86010068131766,
Mark 49,as_seller,buy_aggr,20,104,1.8317307692307692,2.0,0.6826923076923077,4.9525955625564935,
Mark 22,as_seller,buy_aggr,20,109,2.0,1.5,0.6330275229357798,4.890884566364625,
Mark 22,either_symbol,all,5,126,1.1587301587301588,1.5,0.7142857142857143,4.884566120278045,VELVETFRUIT_EXTRACT
Mark 49,as_seller,all,20,105,1.7952380952380953,2.0,0.6761904761904762,4.876686926034512,
Mark 22,as_seller,sell_aggr,5,1430,-0.05944055944055944,0.0,0.08111888111888112,-4.542192555778354,
Mark 22,as_seller,all,5,1542,0.0917639429312581,0.0,0.13618677042801555,3.812979551513482,
Mark 22,either_symbol,all,20,126,1.4007936507936507,1.5,0.6190476190476191,3.5368866564132233,VELVETFRUIT_EXTRACT
Mark 49,either_symbol,all,20,122,1.2254098360655739,1.5,0.6475409836065574,3.21241499977806,VELVETFRUIT_EXTRACT
Mark 22,either_symbol,all,5,164,-0.18902439024390244,0.0,0.25,-3.1196796897893417,VEV_5300
Mark 22,as_seller,all,20,1542,0.11802853437094682,0.0,0.18482490272373542,2.9089084519104937,
Mark 55,as_buyer,all,20,598,0.4088628762541806,0.5,0.5100334448160535,2.4788758254472882,
Mark 55,as_buyer,buy_aggr,20,598,0.4088628762541806,0.5,0.5100334448160535,2.4788758254472882,
Mark 55,as_seller,sell_aggr,100,600,-0.9016666666666666,-1.0,0.44,-2.47741486449421,
Mark 55,as_seller,all,100,600,-0.9016666666666666,-1.0,0.44,-2.47741486449421,
Mark 01,either_symbol,all,5,132,-0.14772727272727273,0.0,0.25,-2.2914560462557185,VEV_5300
