timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;HYDROGEL_PACK;XIRECS;10019.0;1
10200;;;HYDROGEL_PACK;XIRECS;10017.0;6
11200;;;HYDROGEL_PACK;XIRECS;10030.0;4
15700;;;HYDROGEL_PACK;XIRECS;10035.0;2
19100;;;HYDROGEL_PACK;XIRECS;10020.0;6
29200;;;HYDROGEL_PACK;XIRECS;9993.0;4
41100;;;HYDROGEL_PACK;XIRECS;9998.0;6
44000;;;HYDROGEL_PACK;XIRECS;9978.0;4
45100;;;HYDROGEL_PACK;XIRECS;9991.0;3
49400;;;HYDROGEL_PACK;XIRECS;9958.0;4
49800;;;HYDROGEL_PACK;XIRECS;9960.0;3
58300;;;HYDROGEL_PACK;XIRECS;9963.0;6
60700;;;HYDROGEL_PACK;XIRECS;9973.0;5
70900;;;HYDROGEL_PACK;XIRECS;9994.0;2
71800;;;HYDROGEL_PACK;XIRECS;9975.0;5
72700;;;HYDROGEL_PACK;XIRECS;9988.0;3
78700;;;HYDROGEL_PACK;XIRECS;9939.0;3
85500;;;HYDROGEL_PACK;XIRECS;9954.0;2
90100;;;HYDROGEL_PACK;XIRECS;9931.0;3
91700;;;HYDROGEL_PACK;XIRECS;9929.0;2
97600;;;HYDROGEL_PACK;XIRECS;9937.0;2
