day;timestamp;mid_price;profit_and_loss;buy_price;true_fv
39;0;10011.0;0.0;10019.0;10019.0
39;100;10012.0;-6.9912109375;10019.0;10012.0087890625
39;200;10012.0;-6.7255859375;10019.0;10012.2744140625
39;300;10013.0;-6.2587890625;10019.0;10012.7412109375
39;400;10015.0;-7.95703125;10019.0;10011.04296875
39;500;10010.0;-9.208984375;10019.0;10009.791015625
39;600;10010.0;-9.3583984375;10019.0;10009.6416015625
39;700;10011.0;-7.7421875;10019.0;10011.2578125
39;800;10013.0;-5.5908203125;10019.0;10013.4091796875
39;900;10017.0;-2.4541015625;10019.0;10016.5458984375
39;1000;10020.0;1.2294921875;10019.0;10020.2294921875
39;1100;10019.0;0.2294921875;10019.0;10019.2294921875
39;1200;10021.0;1.9658203125;10019.0;10020.9658203125
39;1300;10021.0;1.99609375;10019.0;10020.99609375
39;1400;10023.0;3.8369140625;10019.0;10022.8369140625
39;1500;10020.5;5.5498046875;10019.0;10024.5498046875
39;1600;10024.0;5.1435546875;10019.0;10024.1435546875
39;1700;10021.0;1.8525390625;10019.0;10020.8525390625
39;1800;10019.0;0.294921875;10019.0;10019.294921875
39;1900;10019.0;0.453125;10019.0;10019.453125
39;2000;10019.0;0.107421875;10019.0;10019.107421875
39;2100;10017.0;-1.763671875;10019.0;10017.236328125
39;2200;10017.0;-1.9189453125;10019.0;10017.0810546875
39;2300;10015.0;-4.3037109375;10019.0;10014.6962890625
39;2400;10018.0;-1.3095703125;10019.0;10017.6904296875
39;2500;10019.0;-0.1162109375;10019.0;10018.8837890625
39;2600;10020.0;0.892578125;10019.0;10019.892578125
39;2700;10022.0;3.0888671875;10019.0;10022.0888671875
39;2800;10025.0;6.40625;10019.0;10025.40625
39;2900;10026.0;7.0888671875;10019.0;10026.0888671875
39;3000;10027.0;8.259765625;10019.0;10027.259765625
39;3100;10027.0;8.3046875;10019.0;10027.3046875
39;3200;10030.0;10.8486328125;10019.0;10029.8486328125
39;3300;10029.0;9.9951171875;10019.0;10028.9951171875
39;3400;10031.0;12.2978515625;10019.0;10031.2978515625
39;3500;10029.0;9.6318359375;10019.0;10028.6318359375
39;3600;10030.0;11.1142578125;10019.0;10030.1142578125
39;3700;10029.0;10.2529296875;10019.0;10029.2529296875
39;3800;10028.0;8.5625;10019.0;10027.5625
39;3900;10024.0;5.130859375;10019.0;10024.130859375
39;4000;10026.0;7.421875;10019.0;10026.421875
39;4100;10028.0;8.8662109375;10019.0;10027.8662109375
39;4200;10030.0;11.2275390625;10019.0;10030.2275390625
39;4300;10027.0;7.9951171875;10019.0;10026.9951171875
39;4400;10028.0;8.658203125;10019.0;10027.658203125
39;4500;10025.0;5.693359375;10019.0;10024.693359375
39;4600;10025.0;6.1494140625;10019.0;10025.1494140625
39;4700;10025.5;6.4912109375;10019.0;10025.4912109375
39;4800;10025.0;6.138671875;10019.0;10025.138671875
39;4900;10028.0;8.677734375;10019.0;10027.677734375
39;5000;10027.0;8.00390625;10019.0;10027.00390625
39;5100;10024.0;5.228515625;10019.0;10024.228515625
39;5200;10019.0;0.1767578125;10019.0;10019.1767578125
39;5300;10018.0;-1.3125;10019.0;10017.6875
39;5400;10019.0;-0.2646484375;10019.0;10018.7353515625
39;5500;10020.0;1.138671875;10019.0;10020.138671875
39;5600;10020.5;1.5146484375;10019.0;10020.5146484375
39;5700;10018.0;-0.94140625;10019.0;10018.05859375
39;5800;10020.0;0.9033203125;10019.0;10019.9033203125
39;5900;10019.0;0.2451171875;10019.0;10019.2451171875
39;6000;10018.0;-1.0556640625;10019.0;10017.9443359375
39;6100;10020.0;0.900390625;10019.0;10019.900390625
39;6200;10020.0;0.634765625;10019.0;10019.634765625
39;6300;10021.0;1.890625;10019.0;10020.890625
39;6400;10018.0;-0.611328125;10019.0;10018.388671875
39;6500;10021.0;2.2841796875;10019.0;10021.2841796875
39;6600;10019.5;0.4921875;10019.0;10019.4921875
39;6700;10022.0;3.072265625;10019.0;10022.072265625
39;6800;10024.0;4.8369140625;10019.0;10023.8369140625
39;6900;10021.0;1.619140625;10019.0;10020.619140625
39;7000;10023.0;3.7294921875;10019.0;10022.7294921875
39;7100;10021.0;1.775390625;10019.0;10020.775390625
39;7200;10019.0;0.4755859375;10019.0;10019.4755859375
39;7300;10017.0;-2.1396484375;10019.0;10016.8603515625
39;7400;10016.5;-2.490234375;10019.0;10016.509765625
39;7500;10017.0;-1.63671875;10019.0;10017.36328125
39;7600;10014.0;-0.6875;10019.0;10018.3125
39;7700;10016.0;-3.4560546875;10019.0;10015.5439453125
39;7800;10014.0;-4.8486328125;10019.0;10014.1513671875
39;7900;10014.0;-5.3310546875;10019.0;10013.6689453125
39;8000;10012.0;-7.2021484375;10019.0;10011.7978515625
39;8100;10015.0;-3.7470703125;10019.0;10015.2529296875
39;8200;10014.0;-4.5107421875;10019.0;10014.4892578125
39;8300;10019.0;-0.2021484375;10019.0;10018.7978515625
39;8400;10018.0;-1.2646484375;10019.0;10017.7353515625
39;8500;10018.0;-0.9189453125;10019.0;10018.0810546875
39;8600;10020.0;0.9638671875;10019.0;10019.9638671875
39;8700;10017.0;-2.3544921875;10019.0;10016.6455078125
39;8800;10015.0;-3.951171875;10019.0;10015.048828125
39;8900;10017.0;-2.0361328125;10019.0;10016.9638671875
39;9000;10020.0;0.626953125;10019.0;10019.626953125
39;9100;10019.0;0.103515625;10019.0;10019.103515625
39;9200;10019.0;0.36328125;10019.0;10019.36328125
39;9300;10020.0;0.890625;10019.0;10019.890625
39;9400;10015.0;0.3974609375;10019.0;10019.3974609375
39;9500;10020.0;1.1650390625;10019.0;10020.1650390625
39;9600;10022.0;2.5888671875;10019.0;10021.5888671875
39;9700;10022.0;3.2236328125;10019.0;10022.2236328125
39;9800;10021.0;2.240234375;10019.0;10021.240234375
39;9900;10021.0;1.9130859375;10019.0;10020.9130859375
39;10000;10023.0;4.4580078125;10019.0;10023.4580078125
39;10100;10026.0;7.3095703125;10019.0;10026.3095703125
39;10200;10025.0;6.154296875;10019.0;10025.154296875
39;10300;10025.0;5.8525390625;10019.0;10024.8525390625
39;10400;10023.0;4.3291015625;10019.0;10023.3291015625
39;10500;10019.0;0.1650390625;10019.0;10019.1650390625
39;10600;10014.0;-5.388671875;10019.0;10013.611328125
39;10700;10019.0;-3.564453125;10019.0;10015.435546875
39;10800;10014.0;-4.8955078125;10019.0;10014.1044921875
39;10900;10016.5;-2.5009765625;10019.0;10016.4990234375
39;11000;10020.0;0.892578125;10019.0;10019.892578125
